id,char,dialog,movie
1835,GANDALF,"The board is set, the pieces are moving. ",The Return of the King 
1836,GOLLUM,"Up, up, up the stairs we go.  And then it's into the tunnel. ",The Return of the King 
1837,SAM,"Hey,  what's in this tunnel?  ,      You listen to me!  You listen good and proper.  Anything happens to him,     you'll have me to answer to.   One sniff that something's not right, one     hair that stands up on the back of my neck, its over.  No more slinker, no     more stinker.  ,  You're     gone.  Got it?  I'm watching you.   ",The Return of the King 
1838,FRODO,What was that about?   ,The Return of the King 
1839,SAM,Nothing.  Just clearing something up.  ,The Return of the King 
1840,GANDALF, Gwaihir go! Gwaihir ,The Fellowship of the Ring 
1841,PIPPIN,What are they saying ? ,The Fellowship of the Ring 
1842,ARWEN,"Frodo f'r. Ae athradon i hir, tur gwaith nin beriatha hon. ",The Fellowship of the Ring 
1843,MERRY AND PIPPIN, ,The Fellowship of the Ring 
1844,PIPPIN," ,   ",The Fellowship of the Ring 
1845,GAFFER,"There's been some strange folk crossing the Shire. Dwarves, others of a     less than savoury nature  ",The Fellowship of the Ring 
1846,NOAKES," War's brewing.    , The mountains are fair teeming with     goblins. ",The Fellowship of the Ring 
1847,SANDYMAN,Children's stories that's all that is.  You're beginning to sound     like that old Bilbo Baggins! Cracked he was! ,The Fellowship of the Ring 
1848,BILBO,"Hello, Hello, Fatty Bolger , Lovely to see you, Welcome, Welcome ",The Fellowship of the Ring 
1849,FRODO," Go     on Sam, ask Rosie for a dance. ",The Fellowship of the Ring 
1850,ELROND,Take her by the safest road. A ship lies anchored in the Grey Havens. It     waits to carry her across the sea. The last journey of Arwen Und'miel.  ,The Return of the King 
1851,ELROND,There is nothing for you here only death. ,The Return of the King 
1852,FIGWIT,"Lady Arwen we cannot delay. , My lady! ",The Return of the King 
1853,ARWEN,Tell me what you have seen. ,The Return of the King 
1854,ELROND,Arwen. ,The Return of the King 
1855,ARWEN,You have the gift of foresight. What did you see? ,The Return of the King 
1856,ELROND,I looked into your future and I saw death. ,The Return of the King 
1857,ARWEN,But there is also life. You saw there was a child. You saw my son. ,The Return of the King 
1858,GALADRIEL VOICE OVER,"For within these rings was bound the strength and will     to govern each race. ,     But they were all of them deceived. ,For another ring was made. , In the land of Mordor, ,in the fires of Mount Doom (, the dark Lord Sauron forged in     secret a master Ring ,to control all others and into this Ring he poured     all his cruelty, his malice , and his will to     dominate all life. , One Ring to rule them all.  ",The Fellowship of the Ring 
1859,GALADRIEL VOICE OVER,"One by one the free lands of Middle Earth fell to the     power of the Ring. But there were some who resisted. , A last     alliance of Elves and Men marched against the armies of Mordor. And on the     slopes of Mount Doom they fought for the freedom of Middle Earth.  ",The Fellowship of the Ring 
1860,ELROND,Tangado haid!  ,The Fellowship of the Ring 
1861,ELROND,Leithio i philinn!  ,The Fellowship of the Ring 
1862,GALADRIEL VOICE OVER,"Victory was near. , But the     power of the Ring , could not be undone.  ",The Fellowship of the Ring 
1863,GALADRIEL VOICE OVER,"It was in this moment, ,that Isildur, son of the King, took up his father's sword.  ",The Fellowship of the Ring 
1864,GALADRIEL VOICE OVER,"Sauron, the enemy of the Free Peoples of Middle Earth     was defeated. , The Ring passed to Isildur.    , Who had this one chance to destroy evil     forever. , But the hearts of Men are easily corrupted.    ,     And the Ring of Power has a will of its own.  ",The Fellowship of the Ring 
1865,GALADRIEL VOICE OVER,"It betrayed Isildur ,to his death. ,And some things that should not have been forgotten were lost.    ,History became legend, legend     became myth, , and for two and a half thousand years the Ring passed out of     all knowledge. , Until, when chance came    , It     ensnared a new bearer.  ",The Fellowship of the Ring 
1866,GOLLUM,My Precious!  ,The Fellowship of the Ring 
1867,GALADRIEL VOICE OVER,"The Ring came to the creature Gollum who took it deep     into the tunnels of the Misty Mountains. , And there it consumed him. ",The Fellowship of the Ring 
1868,GOLLUM,"It came to me, my own, my love, my own, my Precious.     ",The Fellowship of the Ring 
1869,GALADRIEL VOICE OVER,"The Ring brought to Gollum unnatural long life. For     five hundred years it poisoned his mind. And in the gloom of Gollum's cave     it waited. ,     Darkness crept back into the forests of the world. Rumour grew of a shadow     in the East, whispers of a nameless fear. , And     the Ring of Power perceived. ,     Its time had now come. , It abandoned Gollum.    , But something happened then     that the Ring did not intend, it was picked up by the most unlikely creature     imaginable.  ",The Fellowship of the Ring 
1870,BILBO,What's this?  ,The Fellowship of the Ring 
1871,GALADRIEL VOICE OVER,A Hobbit. Bilbo Baggins of the Shire.         ,The Fellowship of the Ring 
1872,GIMLI,And no regurgitation! ,The Return of the King 
1873,LEGOLAS,So' it's a drinking game? ,The Return of the King 
1874,ROHIRRIM,Aye!  ,The Return of the King 
1875,GIMLI,Last one standing wins heh heh heh! ,The Return of the King 
1876,GENERAL SHOUT,Lets drink to Victory! To Victory! ,The Return of the King 
1877,EOWYN,"West' Aragorn, hal ",The Return of the King 
1878,THEODEN,I am very happy for you. He is an honourable man. ,The Return of the King 
1879,EOWYN,You are both honourable men.  ,The Return of the King 
1880,THEODEN,It was not Theoden of Rohan who led our people to victory. ,The Return of the King 
1881,THEODEN,"Ach, don't listen to me. You are young and tonight is for you. ",The Return of the King 
1882,GIMLI,"Heh heh heh heh ,Here, here. , Raaar it's the dwarves that go swimming with little, hairy women haha  ",The Return of the King 
1883,LEGOLAS,"I feel something. , A slight tingle in my fingers. I think it's affecting me.  ",The Return of the King 
1884,GIMLI,"heh heh heh , what did I say? He can't hold his liquor.  ",The Return of the King 
1885,LEGOLAS,Game over! ,The Return of the King 
1886,MERRY and PIPPIN,"Oh you can search far and wide, You can drink the whole town dry    ,     But you'll never find a beer so brown, But you'll never find a beer so     brown,     As the one we drink in our hometown, As the one we drink in our hometown.    ,You can drink your fancy ales, You can drink them by the flagon             But the only brew for the brave and true,     ",The Return of the King 
1887,PIPPIN, Nothing's     happening ,The Fellowship of the Ring 
1888,GANDALF," I once knew every spell in all the tongues of elves, men and     orcs ",The Fellowship of the Ring 
1889,PIPPIN,What're you going to do then ? ,The Fellowship of the Ring 
1890,GANDALF,Knock your head against these doors Peregrin Took! and if     that does not shatter them and I'm allowed a little peace from foolish     questions I will try to find the opening words. ,The Fellowship of the Ring 
1891,GANDALF,"Ando Eldarinwa'a lasta quettanya, Fenda Casarinwa' ",The Fellowship of the Ring 
1892,ARAGORN,The Mines are no place for a pony even one so brave as Bill. ,The Fellowship of the Ring 
1893,SAM,BuBye Bill ,The Fellowship of the Ring 
1894,ARAGORN,"Go on, go on ,Don't worry Sam.  He knows the way home. ,) ",The Fellowship of the Ring 
1895,ARAGORN, Do not     disturb the water  ,The Fellowship of the Ring 
1896,GANDALF, Oh it's useless ,The Fellowship of the Ring 
1897,FRODO,It's a riddle!  ,The Fellowship of the Ring 
1898,FRODO,Speak friend... and enter.  What's the elvish word for     friend ? ,The Fellowship of the Ring 
1899,GANDALF,Mel..lon ,The Fellowship of the Ring 
1900,GOLLUM,"No. Ashes and dust and thirst there isand pits, pits, pits.And Orcses, thousands of Orcses.And always the Great Eye watching,watching. ",The Two Towers 
1901,SAM,"Hey! Come back now! Come back!There! What did I tell you?He's run off, the old villain.So much for his promises. ",The Two Towers 
1902,SMEAGOL,"This way, Hobbits.Follow me! ",The Two Towers 
1903,PIPPIN,Merry!Merry! ,The Two Towers 
1904,GRISHNAK,You're lateOur master grows impatient.He wants the Shire-rats now. ,The Two Towers 
1905,UGLUK,I don't take orders from Orc-maggots.Saruman will have his prize.We will deliver them. ,The Two Towers 
1906,PIPPIN,Merry! Merry? Wake up ,The Two Towers 
1907,PIPPIN,My friend is sick.He needs water. Please! ,The Two Towers 
1908,URUK HAI,"Sick, is he?Give him some medicine, boys! ",The Two Towers 
1909,PIPPIN,Stop it! ,The Two Towers 
1910,URUK HAI,Can't take his draught! ,The Two Towers 
1911,PIPPIN,Leave him alone! ,The Two Towers 
1912,URUK HAI,Why?You want some? ,The Two Towers 
1913,URUK HAI,Then keep your mouth shut. ,The Two Towers 
1914,MERRY,"Yes Pippin, my point is, he's clearly over reacting! Run! ",The Fellowship of the Ring 
1915,PIPPIN,  Ooh!  that was     close!  ,The Fellowship of the Ring 
1916,MERRY,Oh! I think I've broken something      ,The Fellowship of the Ring 
1917,SAM, Trust a Brandybuck and a Took! ,The Fellowship of the Ring 
1918,MERRY,What?  It was just a detour. A shortcut ,The Fellowship of the Ring 
1919,SAM,A shortcut to what ? ,The Fellowship of the Ring 
1920,PIPPIN, Mushrooms!      ,The Fellowship of the Ring 
1921,FRODO,I think we should get off the road. ,The Fellowship of the Ring 
1922,FRODO,Get off the road! Quick! ,The Fellowship of the Ring 
1923,SAM,Ssh.. be quiet ,The Fellowship of the Ring 
1924,MERRY,What was that! ,The Fellowship of the Ring 
1925,SAM, Anything ? ,The Fellowship of the Ring 
1926,FRODO,Nothing ,The Fellowship of the Ring 
1927,PIPPIN, What     is going on ? ,The Fellowship of the Ring 
1928,SARUMAN,"So Gandalf, you try to lead them over Caradhras.  And     if that fails, where then will you go ? ",The Fellowship of the Ring 
1929,SARUMAN VOICEOVER,If the mountain defeats you will you risk a more dangerous     road ,The Fellowship of the Ring 
1930,SARUMAN,Cuiva nwalca Carnirasse; nai yarvaxea rasselya! ,The Fellowship of the Ring 
1931,LEGOLAS,There is a fell voice on the air ,The Fellowship of the Ring 
1932,GANDALF,It's Saruman! ,The Fellowship of the Ring 
1933,ARAGORN,He's trying to bring down the mountain! Gandalf! We must     turn back! ,The Fellowship of the Ring 
1934,GANDALF,"No! , Losto Caradhras, sedho, hodo, nuitho i 'ruith!  ",The Fellowship of the Ring 
1935,SARUMAN,Cuiva nwalca Carnirasse; Nai yarvaxea rasselya; taltuva     notto-carinnar! ,The Fellowship of the Ring 
1936,BOROMIR,We must get off the mountain! Make for the Gap of Rohan and     take the west road to my city! ,The Fellowship of the Ring 
1937,ARAGORN,The Gap of Rohan takes us too close to Isengard! ,The Fellowship of the Ring 
1938,GIMLI,"If we cannot pass over the mountain, let us go under it! Let     us go through the Mines of Moria ",The Fellowship of the Ring 
1939,SARUMAN VOICEOVER,Moria... you fear to go into those mines. ,The Fellowship of the Ring 
1940,SARUMAN, the dwarves delved too greadily     and too deep ,The Fellowship of the Ring 
1941,SARUMAN VOICEOVER,You know what they woke in the dark of Khazad-d'm ,The Fellowship of the Ring 
1942,SARUMAN," Shadow, flame ",The Fellowship of the Ring 
1943,BOROMIR,"One does not simply walk into Mordor.  Its black gates     are guarded by more than just orcs. There is evil there that does not sleep     and the great eye is ever watchful.  Tis a barren wasteland, riddled     with fire and ash and dust.  The very air you breathe is a poisonous     fume.  Not with ten thousand men could you do this.    ,It is folly ",The Fellowship of the Ring 
1944,LEGOLAS, Have you     heard nothing Lord Elrond has said? The Ring must be destroyed ,The Fellowship of the Ring 
1945,GIMLI,and I suppose you think you're the one to do it. ,The Fellowship of the Ring 
1946,BOROMIR,"and if we fail what then ? , What happens when Sauron takes back what is his ? ",The Fellowship of the Ring 
1947,GIMLI, I will be     dead before I see the Ring in the hands of an elf ,The Fellowship of the Ring 
1948,GIMLI,Never trust an elf ,The Fellowship of the Ring 
1949,GANDALF,"Do you not understand that while we bicker amongst     ourselves, Sauron's power grows?! None can escape it! You'll all be     destroyed ",The Fellowship of the Ring 
1950,GANDALF,Your fingers would remember their old strength     better......if they grasped your sword. ,The Two Towers 
1951,GRIMA,"I've only......ever served you, my lord.     ",The Two Towers 
1952,THEODEN,    Your leechcraft would have had me crawling on all fours like a beast! ,The Two Towers 
1953,GRIMA,Send me not from your sight. ,The Two Towers 
1954,ARAGORN,"No, my lord! No, my lord. Let him go. Enough blood has been     spilt on his account. ",The Two Towers 
1955,GRIMA,Get out of my way! ,The Two Towers 
1956,HAMA,"Hail, Theoden King! ",The Two Towers 
1957,THEODEN,Where is Theodred? Where is my son?,The Two Towers 
1958,GANDALF VOICE OVER,Darkness took me......and I strayed out of thoughtand time. ,The Two Towers 
1959,GANDALF VOICE OVER,Stars wheeled overhead......and every day was as longas a life age of the Earth.But it was not the end.I felt life in me again. ,The Two Towers 
1960,GANDALF,I've been sent back...... until my task is done. ,The Two Towers 
1961,ARAGORN,Gandalf. ,The Two Towers 
1962,GANDALF,"Gandalf? ,Yes.That was what they used to call me.Gandalf the Grey.That was my name.",The Two Towers 
1963,GIMLI,Gandalf. ,The Two Towers 
1964,GANDALF,I am Gandalf the White.And I come back to you now......at the turn of the tide. ,The Two Towers 
1965,GANDALF,One stage of your journey is over.Another begins. We must travel to Edoras with all speed. ,The Two Towers 
1966,GIMLI,Edoras?That is no short distance! ,The Two Towers 
1967,ARAGORN,We hear of trouble in Rohan.It goes ill with the king. ,The Two Towers 
1968,GANDALF,"Yes, and it will not be easily cured. ",The Two Towers 
1969,GIMLI,"Then we have run all this way for nothing?Are we to leave those poor Hobbits here......in this horrid, dark, dank tree-infested--?    ,I mean, charming......quite charming forest. ",The Two Towers 
1970,GANDALF,It was more than mere chance thatbrought Merry and Pippin to Fangorn.A great power has been sleeping herefor many long years.The coming of Merry and Pippinwill be like the falling of small stones......that starts an avalanchein the mountains. ,The Two Towers 
1971,ARAGORN,"In one thing you have not changeddear friend.,You still speak in riddles.     ",The Two Towers 
1972,GANDALF,A thing is about to happen that has nothappened since the Elder Days.The Ents are going to wake up.....and find that they are strong. ,The Two Towers 
1973,GAFFER,"      Young Mr Frodo here, he's cracking! ",The Fellowship of the Ring 
1974,FRODO, and proud of     it! Cheers Gaffer!   ,The Fellowship of the Ring 
1975,GAFFER,Cheers ,The Fellowship of the Ring 
1976,SANDYMAN,Well it's none of our concern what goes on beyond our borders. Keep your     nose out of trouble and no trouble will come to you.  ,The Fellowship of the Ring 
1977,ROSIE,Good Night lads ,The Fellowship of the Ring 
1978,HOBBIT,"  Good     night, sweet maiden of the golden ale! ",The Fellowship of the Ring 
1979,SAM,Oi Mind who you're sweet talking! ,The Fellowship of the Ring 
1980,FRODO,"Don't worry Sam, Rosie knows an idiot when she sees one! ",The Fellowship of the Ring 
1981,SAM, Does she ? ,The Fellowship of the Ring 
1982,FRODO,      Good Night Sam  ,The Fellowship of the Ring 
1983,GANDALF,Is it secret ? Is it safe ? ,The Fellowship of the Ring 
1984,FRODO,"Ha! , What are you     doing! ",The Fellowship of the Ring 
1985,GANDALF,"      Hold out your hand Frodo. Its quite cool.  ,  What can you see ?    , Can you see anything ? ",The Fellowship of the Ring 
1986,FRODO," Nothing.     There's nothing , Wait. There are     markings ,  Its some form of Elvish.  I can't     read it ",The Fellowship of the Ring 
1987,GANDALF,"There are few who can. The language is that of Mordor, which     I will not utter here.  ",The Fellowship of the Ring 
1988,SAM,"  Ah, I     think I'll just have another ale.  ",The Fellowship of the Ring 
1989,FRODO,"Oh no you dont , Go on     ",The Fellowship of the Ring 
1990,BILBO," So there I was at the mercy of three monstrous trolls and     they were all arguing amongst themselves about how they were going to cook     us. Whether it be turned on a spit or whether they should sit on us one by     one and squash us into jelly. , They     spent so much time arguing the witherto's and whyfor's that the sun's first     light cracked open over the top of the trees.  Poof!    , and turned them all into     stone! ",The Fellowship of the Ring 
1991,MERRY,Quickly  ,The Fellowship of the Ring 
1992,MERRY,"No no! the big one, big one! ",The Fellowship of the Ring 
1993,BILBO,"Mrs Bracegirdle, how nice to see you.  Welcome welcome.      Are all these children yours ? ",The Fellowship of the Ring 
1994,MRS BRACEGIRDLE,Yeah ,The Fellowship of the Ring 
1995,BILBO,Good gracious you have been productive! ,The Fellowship of the Ring 
1996,BILBO,"     Sackville-Bagginses! ,     Quickly! Hide! ",The Fellowship of the Ring 
1997,BILBO,"Oh! Thankyou my boy You're a good lad Frodo. I'm very     selfish you know. , Yes,     I am.  Very selfish. I don't know why I took you in after your mother     and father died, but it wasn't out of charity. I think it was because, of     all my numerous relations, you were the one Baggins that showed real spirit.     ",The Fellowship of the Ring 
1998,FRODO,Bilbo have you been at the Gaffers homebrew ? ,The Fellowship of the Ring 
1999,BILBO,"No. Well yes, b b b but thats not the point. The point is,     Frodo, , You'll be     alright.  ",The Fellowship of the Ring 
2000,ELROND,That future is almost gone. ,The Return of the King 
2001,ARWEN,But it is not lost. ,The Return of the King 
2002,ELROND,Nothing is certain. ,The Return of the King 
2003,ARWEN,Some things are certain. ,The Return of the King 
2004,ARWEN,"If I leave him now, I will regret it forever. It is time. ",The Return of the King 
2005,ARWEN,"From the ashes of fire shall be woken,     A light from the shadow shall spring,     Renewed shall be blade that was broken,         The crownless again shall be king. ",The Return of the King 
2006,ARWEN,Reforge the sword' ada. ,The Return of the King 
2007,ELROND,Your hands are cold. The life of the Eldar is leaving you.  ,The Return of the King 
2008,ARWEN,"This was my choice. Ada, whether by your will or not there is no ship     now that can bear me hence. ",The Return of the King 
2009,GANDALF,We have just passed into the realm of Gondor. ,The Return of the King 
2010,GANDALF,Minas Tirith. City of Kings.  ,The Return of the King 
2011,PIPPIN,"It's the tree! Gandalf, Gandalf. ",The Return of the King 
2012,GANDALF,"Yes the white tree of Gondor. The tree of the King. Lord Denethor     however, is not the King. He is a steward only, a caretaker of the throne. ",The Return of the King 
2013,GANDALF,"Now listen carefully. Lord Denethor is Boromir's father. To give him     news of his beloved son's death would be most unwise. And do not mention     Frodo or the Ring. And say nothing of Aragorn either. In fact, its better if     you don't speak at all Peregrin Took.  ",The Return of the King 
2014,GANDALF,"Hail Denethor son of Ecthelion, Lord and Steward of Gondor. ",The Return of the King 
2015,BILBO,A Ring!  ,The Fellowship of the Ring 
2016,GOLLUM," Lost!    , My Precious is lost. ",The Fellowship of the Ring 
2017,GALADRIEL,For the time will soon come when Hobbits will shape the     fortunes of all. ,The Fellowship of the Ring 
2018,BILBO,"The 22nd day of September in the year 1400    ,by Shire     reckoning. , Bag End,     Bagshot Row, Hobbiton, West Farthing, The Shire, Middle Earth.    , The Third Age of this world.  ",The Fellowship of the Ring 
2019,BILBO,"There and back again, A Hobbit's tale, by Bilbo     Baggins. ,Now, where to begin?     Ah, yes. ,Concerning Hobbits.  ",The Fellowship of the Ring 
2020,BILBO VOICEOVER,"Hobbits have been living and farming in the four     Farthings of the Shire for many hundreds of years. , quite content to     ignore and be ignored by the world of the Big Folk. , Middle Earth being,     after all, full of strange creatures beyond count. Hobbits must seem of     little importance, being neither renowned as great warriors, nor counted     amongst the very wise.  ",The Fellowship of the Ring 
2021,BILBO," Frodo, someone at     the door. ,In fact, it     has been remarked by some that Hobbits' only real passion is for food.    , A rather unfair observation    , As     we have also developed a keen interest in the brewing of ales    ,and the smoking of pipeweed. , But where     our hearts truly lie , is in peace and quiet ,and good     tilled earth. ,For all Hobbits share a love of all things that grow.    ,And yes, no doubt to others, our ways seem quaint    , But today of all days, it is brought home to me it is     no bad thing to celebrate a simple life.  ",The Fellowship of the Ring 
2022,BILBO,"Frodo, the door! ,     sticklebacks, where is that boy! FRODO!  ",The Fellowship of the Ring 
2023,GANDALF,"Hmm hmm hmm hmm, Down from the door where it began, hmm     hmm hmm hmm ",The Fellowship of the Ring 
2024,GANDALF,"And I must follow if I can. , The road goes     ever on and on, down from the door where it began, now far ahead the road     has gone, and I must follow if I can.       ",The Fellowship of the Ring 
2025,FRODO,You're late!       ,The Fellowship of the Ring 
2026,MERRY,Pippin!  ,The Return of the King 
2027,MERRY and PIPPIN,Comes from the Green Dragon! ,The Return of the King 
2028,MERRY, Thank you! I win! ,The Return of the King 
2029,ARAGORN, No news of Frodo? ,The Return of the King 
2030,GANDALF,No word. Nothing. ,The Return of the King 
2031,ARAGORN,We have time. Every day Frodo moves closer to Mordor. ,The Return of the King 
2032,GANDALF, Do we know that? ,The Return of the King 
2033,ARAGORN, What does your     heart tell you? ,The Return of the King 
2034,GANDALF, That Frodo is alive.     Yes' yes he's alive.  ,The Return of the King 
2035,GOLLUM,"Too risky. Too risky. ,Thieves. They stole it from us. Kill them, kill them, kill them both!    ,  ",The Return of the King 
2036,SMEAGOL,No! ,The Return of the King 
2037,GOLLUM,"Sshh, quiet, mustn't wake them. Mustn't ruin it now.      ",The Return of the King 
2038,SMEAGOL,"But they knows, ,     they knows, they suspects us! ",The Return of the King 
2039,GOLLUM,"What's it saying my precious, my love? Is Smeagol losing his nerve? ",The Return of the King 
2040,GIMLI,"Soon Mr Elf, you will enjoy the fabelled hospitality of the     dwarves. Roaring fires! Malt Beer! Red Meat off the bone! ",The Fellowship of the Ring 
2041,GIMLI,This my friend is the home of my cousin Balin and they call     it a Mine!  ,The Fellowship of the Ring 
2042,GIMLI,A Mine! ,The Fellowship of the Ring 
2043,BOROMIR," This isn't     a mine, it's a tomb ",The Fellowship of the Ring 
2044,GIMLI, Nooooo!     NOOOOOOOOOOoooooooo! ,The Fellowship of the Ring 
2045,LEGOLAS, Goblins!  ,The Fellowship of the Ring 
2046,BOROMIR,We make for the gap of Rohan.  We should never have     come here ,The Fellowship of the Ring 
2047,BOROMIR,Now get out of here! Get out! ,The Fellowship of the Ring 
2048,PIPPIN,Merry. ,The Two Towers 
2049,MERRY," Hello, Pip. ",The Two Towers 
2050,PIPPIN,You're hurt. ,The Two Towers 
2051,MERRY,I'm fine. lt was just an act. ,The Two Towers 
2052,PIPPIN,An act? ,The Two Towers 
2053,MERRY,"See? I fooled you too.Don't worry about me, Pippin. ",The Two Towers 
2054,UGLUK,What is it? What do you smell? ,The Two Towers 
2055,URUK HAI,Man-flesh ,The Two Towers 
2056,UGLUK,They've picked up our trail. ,The Two Towers 
2057,PIPPIN, Aragorn. ,The Two Towers 
2058,UGLUK,Let's move! ,The Two Towers 
2059,MERRY,That black rider was looking for something. Or someone (he     walks up to Frodo and looks him in the face) Frodo ? ,The Fellowship of the Ring 
2060,PIPPIN,Get down! ,The Fellowship of the Ring 
2061,FRODO,"I have to leave the Shire. ,Sam and I must get to Bree ",The Fellowship of the Ring 
2062,MERRY, Right. Bucklebury     Ferry.  Follow me. ,The Fellowship of the Ring 
2063,PIPPIN,Run! ,The Fellowship of the Ring 
2064,MERRY,"Frodo, this way.  Follow me ",The Fellowship of the Ring 
2065,PIPPIN, Frodo! ,The Fellowship of the Ring 
2066,MERRY,Follow me. Run! ,The Fellowship of the Ring 
2067,MERRY,Get the rope Sam ,The Fellowship of the Ring 
2068,SAM,     Frodo!  ,The Fellowship of the Ring 
2069,PIPPIN,Run Frodo! ,The Fellowship of the Ring 
2070,FRODO, No! ,The Fellowship of the Ring 
2071,PIPPIN,Frodo! Come on! ,The Fellowship of the Ring 
2072,GANDALF,Let the Ringbearer decide ,The Fellowship of the Ring 
2073,BOROMIR,"We cannot stay here! ,This will be the death of the     hobbits! ",The Fellowship of the Ring 
2074,GANDALF,Frodo ? ,The Fellowship of the Ring 
2075,FRODO, We will go through     the Mines ,The Fellowship of the Ring 
2076,GANDALF,So be it ,The Fellowship of the Ring 
2077,GIMLI,"Strong?! ,Oh, that's good. ",The Two Towers 
2078,GANDALF,"So stop your fretting, Master Dwarf.Merry and Pippin are quite safe.In fact, they are far saferthan you are about to be. ",The Two Towers 
2079,GIMLI,This new Gandalf's more grumpythan the old one. ,The Two Towers 
2080,LEGOLAS,That is one of the Mearas......unless my eyes are cheatedby some spell. ,The Two Towers 
2081,GANDALF,Shadowfax.He is the lord of all horses......and has been my friendthrough many dangers. ,The Two Towers 
2082,TREEBEARD,     ,The Two Towers 
2083,MERRY,ls it much further? ,The Two Towers 
2084,TREEBEARD,"Bru-ra-hroom. Don't be hasty.You might call it far, perhaps.My home lies deep in the forest......near the roots of the mountain.I told Gandalf I would keep you safe.And safe is where I'll keep you.I believe you will enjoy this next one too. ,It's one of my own compositions.Right.",The Two Towers 
2085,TREEBEARD,"Sleep, little Shirelings.Heed no nightly noise.Sleep till morning light.I have business in the forest.There are many to call.Many that must come. ,The Shadow lies on Fangorn.The withering of all woodsis drawing near.",The Two Towers 
2086,FRODO,Mordor! ,The Fellowship of the Ring 
2087,GANDALF,In the common tongue it says,The Fellowship of the Ring 
2088,PIPPIN,Done! ,The Fellowship of the Ring 
2089,MERRY,You're supposed to stick it in the ground     ,The Fellowship of the Ring 
2090,PIPPIN,It is in the ground  ,The Fellowship of the Ring 
2091,MERRY,Outside  ,The Fellowship of the Ring 
2092,PIPPIN,It was your idea! ,The Fellowship of the Ring 
2093,FRODO,Bilbo! Bilbo!  Watch out for the dragon     ,The Fellowship of the Ring 
2094,BILBO,"    Dragon! Nonsense, there hasn't been a dragon in these parts for a thousand     years. ",The Fellowship of the Ring 
2095,MERRY,That was good! ,The Fellowship of the Ring 
2096,PIPPIN,Lets get another one! ,The Fellowship of the Ring 
2097,GANDALF,Meriadoc Brandybuck and Peregrin Took! I might have known! ,The Fellowship of the Ring 
2098,CROWD,Speech Bilbo  ,The Fellowship of the Ring 
2099,FRODO,Speech! ,The Fellowship of the Ring 
2100,BILBO,"My dear Bagginses and Boffins, , Tooks and Brandybucks ,, Grubbs ,, Chubbs    ,, Hornblowers ,, Bulgers ,,     Bracegirdles ,, and Proudfoots ",The Fellowship of the Ring 
2101,PROUDFOOT HOBBIT, PROUDFEET!  ,The Fellowship of the Ring 
2102,GANDALF,I come with tidings in this dark hour and with counsel. ,The Return of the King 
2103,DENETHOR,Perhaps you come to explain this.  ,The Return of the King 
2104,DENETHOR,Perhaps you have come to tell me why my son is dead. ,The Return of the King 
2105,PIPPIN,Boromir died to save us my kinsman and me. He fell defending us from     many foes. ,The Return of the King 
2106,GANDALF,Pippin. ,The Return of the King 
2107,PIPPIN,"I offer you my service, such as it is in payment of this debt.  ",The Return of the King 
2108,DENETHOR,This is my first command to you. How did you escape and my son did not?     So mighty as man as he was. ,The Return of the King 
2109,PIPPIN,The mightiest man may be slain by one arrow and Boromir was pierced by     many. ,The Return of the King 
2110,GANDALF,Get up! ,The Return of the King 
2111,GANDALF,"My lord, there will be a time to grieve for Boromir but it is not now.     War is coming. The enemy is on your doorstep. As steward, you are charged     with the defence of this city. Where are Gondor's armies? You still have     friends. You are not alone in this fight. Send word to Theoden of Rohan.     Light the beacons. ",The Return of the King 
2112,DENETHOR,"You think you are wise Mithrandir. Yet for all your subtleties you have     not wisdom. Do you think the eyes of the White Tower are blind? I have seen     more than you know. With your left hand you would use me as a shield against     Mordor and with your right you would seek to supplant me. I know who rides     with Theoden of Rohan. Oh yes, word has reached my ears of this Aragorn, son     of Arathorn. And I tell you now. I will not bow to this Ranger from the     North. Last of a ragged house long bereft of Lordship.  ",The Return of the King 
2113,GANDALF,"Authority is not given to you to deny the return of the King, steward. ",The Return of the King 
2114,DENETHOR,The rule of Gondor is mine and no others! ,The Return of the King 
2115,GANDALF,Come! ,The Return of the King 
2116,GANDALF,"All had turned to vain ambition. He would use even his grief as a cloak!     A thousand years this city has stood and now at the whim of a madman it will     fall! And the white tree, the tree of the King will never bloom again. ",The Return of the King 
2117,GANDALF,"A wizard is never late! Frodo Baggins.    , Nor is he early, he arrives precisely when he means     to.       ",The Fellowship of the Ring 
2118,FRODO,Its wonderful to see you Gandalf. ,The Fellowship of the Ring 
2119,GANDALF,You didn't think Id miss your Uncle Bilbo's birthday?     ,The Fellowship of the Ring 
2120,GANDALF,So how is the old rascal? I hear it is going to be a     party of special significance?       ,The Fellowship of the Ring 
2121,FRODO,You know Bilbo he's got the whole place in an uproar. ,The Fellowship of the Ring 
2122,GANDALF,Well that should please him.  ,The Fellowship of the Ring 
2123,FRODO,Half the Shire's been invited.     And the rest of them are turning up anyway.  ,The Fellowship of the Ring 
2124,BILBO VOICEOVER,"And so life in the Shire goes on, very much as it has     this past age. , Full of its own comings and goings with change coming     slowly, if it comes at all. ,For things are made to endure in     the Shire, passing from one generation to the next. There's always been a     Baggins living here under the Hill, in Bag End        ",The Fellowship of the Ring 
2125,BILBO,And there always will be.       ,The Fellowship of the Ring 
