name,wikiUrl,race,birth,gender,death,hair,height,realm,spouse,_id
Lúthien,http://lotr.wikia.com//wiki/L%C3%BAthien,Elf,YT 1200,Female,FA 503,Black,,,Beren Erchamion,ObjectId(5cd99d4bde30eff6ebccfd8f)
Farmer Maggot,http://lotr.wikia.com//wiki/Farmer_Maggot,Hobbit,TA 2948,Male,,Brown,,,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfd90)
Mablung the Ranger,http://lotr.wikia.com//wiki/Mablung_the_Ranger,Human,"Late ,Third Age",Male,,Dark,Tall,,,ObjectId(5cd99d4bde30eff6ebccfd91)
Maglor,http://lotr.wikia.com//wiki/Maglor,Elf,"During the ,Noontide of Valinor",Male,Fate unknown,Dark,,,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfd92)
Maedhros,http://lotr.wikia.com//wiki/Maedhros,Elf,"During the ,Noontide of Valinor",Male,FA 587,Dark red,Tall,,None,ObjectId(5cd99d4bde30eff6ebccfd93)
Mahtan,http://lotr.wikia.com//wiki/Mahtan,Elf,UnknownYT,Male,Still alive,Brown with copperlike-red,,,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfd94)
Magor,http://lotr.wikia.com//wiki/Magor,Human,F.A. 341,Male,,,,,,ObjectId(5cd99d4bde30eff6ebccfd95)
Mairen,http://lotr.wikia.com//wiki/Mairen,Human,SA 377,Female,,,,,,ObjectId(5cd99d4bde30eff6ebccfd96)
Malach,http://lotr.wikia.com//wiki/Malach,Human,FA 307,Male,FA 398,,,,Meldis,ObjectId(5cd99d4bde30eff6ebccfd97)
Maeglin,http://lotr.wikia.com//wiki/Maeglin,Elf,FA 320,Male,FA 510,Black,Tall,,None,ObjectId(5cd99d4bde30eff6ebccfd98)
Malvegil,http://lotr.wikia.com//wiki/Malvegil,Human,TA 1144,Male,TA 1349,,,Arthedain,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfd99)
Manthor,http://lotr.wikia.com//wiki/Manthor,Human,"Late ,First Age",Male,Late First Age,,,,,ObjectId(5cd99d4bde30eff6ebccfd9a)
Manwendil,http://lotr.wikia.com//wiki/Manwendil,Human,"After ,SA 61",Male,"Early ,Second Age",,,,Possible unnamed wife,ObjectId(5cd99d4bde30eff6ebccfd9b)
Malva Headstrong Brandybuck,http://lotr.wikia.com//wiki/Malva_%22Headstrong%22_Brandybuck,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfd9c)
Mallor,http://lotr.wikia.com//wiki/Mallor,Human,TA 895,Male,TA 1110,,,"Arthedain,Arnor",Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfd9d)
Marach,http://lotr.wikia.com//wiki/Marach,Human,FA 282,Male,FA 376,,,,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfd9e)
Marcho,http://lotr.wikia.com//wiki/Marcho,Hobbit,TA 1557,Male,"Sometime after ,TA 1601",,,,,ObjectId(5cd99d4bde30eff6ebccfd9f)
Mardil Voronwë,http://lotr.wikia.com//wiki/Mardil_Voronw%C3%AB,Human,TA 1960,Male,TA 2080,,,,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfda0)
Malbeth the Seer,http://lotr.wikia.com//wiki/Malbeth_the_Seer,Human,"Mid ,Third Age",Male,Mid Third Age,"Dark, later grey ",,,"Unknown, possible none",ObjectId(5cd99d4bde30eff6ebccfda1)
Marhwini,http://lotr.wikia.com//wiki/Marhwini,Human,"Mid-,Third Age",Male,Mid-Third Age,,,,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfda2)
Marmadas Brandybuck,http://lotr.wikia.com//wiki/Marmadas_Brandybuck,Hobbit,SR 1343,Male,,,,,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfda3)
Master of Laketown,http://lotr.wikia.com//wiki/Master_of_Laketown,Human,TA 2890,Male,TA 2941,Auburn (film),"Tall (6'4"")",Lake-town,,ObjectId(5cd99d4bde30eff6ebccfda4)
Meneldil,http://lotr.wikia.com//wiki/Meneldil,Human,SA 3318,Male,TA 158,,,Gondor,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfda5)
Meleth,http://lotr.wikia.com//wiki/Meleth,Human,Around FA 450,Female,,,,,Agathor,ObjectId(5cd99d4bde30eff6ebccfda6)
Meril-i-Turinqi,http://lotr.wikia.com//wiki/Meril-i-Turinqi,Elf,YT,Female,"Unknown, presumably still alive",,,Tol Eressëa,,ObjectId(5cd99d4bde30eff6ebccfda7)
Merimas Brandybuck,http://lotr.wikia.com//wiki/Merimas_Brandybuck,Hobbit,SR 1381,Male,"Early-,Fourth Age",,,,,ObjectId(5cd99d4bde30eff6ebccfda8)
Minohtar,http://lotr.wikia.com//wiki/Minohtar,Human,"Mid ,Third Age",Male,"July 13 ,1944",,,,,ObjectId(5cd99d4bde30eff6ebccfda9)
Marroc Brandybuck,http://lotr.wikia.com//wiki/Marroc_Brandybuck,Hobbit,SR 1182,Male,,,,,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfdaa)
Marhari,http://lotr.wikia.com//wiki/Marhari,Human,"Mid ,Third Age",Male,TA 1856,,,,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfdab)
Minardil,http://lotr.wikia.com//wiki/Minardil,Human,TA 1454,Male,TA 1634,,,Gondor,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfdac)
Mithrellas,http://lotr.wikia.com//wiki/Mithrellas,Elf,,Female,,,,,Imrazôr,ObjectId(5cd99d4bde30eff6ebccfdad)
Morwen,http://lotr.wikia.com//wiki/Morwen,Human,FA 443,Female,FA 500,"Dark, grey in old age",Tall,,Húrin Thalion,ObjectId(5cd99d4bde30eff6ebccfdae)
Morwen (Gondor),http://lotr.wikia.com//wiki/Morwen_(Gondor),Human,"Late 26th century ,Third Age",Female,"Late ,Third Age",,,,Unnamed husband,ObjectId(5cd99d4bde30eff6ebccfdaf)
Morwë,http://lotr.wikia.com//wiki/Morw%C3%AB,Elf,"Perhaps ,Firstborn",,,,,,,ObjectId(5cd99d4bde30eff6ebccfdb0)
Míriel,http://lotr.wikia.com//wiki/M%C3%ADriel,Elf,,Female,YT 1170,Silver,,,Finwë,ObjectId(5cd99d4bde30eff6ebccfdb1)
Mîm,http://lotr.wikia.com//wiki/M%C3%AEm,Dwarf,"Early ,First Age",Male,FA 502,,,,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfdb2)
Narmacil I,http://lotr.wikia.com//wiki/Narmacil_I,Human,TA 1049,Male,TA 1294,,,Gondor,"Unknown, possibly none as he had no children",ObjectId(5cd99d4bde30eff6ebccfdb3)
Nessanië,http://lotr.wikia.com//wiki/Nessani%C3%AB,Human,SA 840,Female,"Mid ,Second Age",,,,,ObjectId(5cd99d4bde30eff6ebccfdb4)
Nimrodel,http://lotr.wikia.com//wiki/Nimrodel,Elf,YT,Female,TA 1981,Possibly golden,,,"Loved ,Amroth",ObjectId(5cd99d4bde30eff6ebccfdb5)
Nerdanel,http://lotr.wikia.com//wiki/Nerdanel,Elf,"YT, during the ,Noontide of Valinor",Female,Still alive,Reddish brown,,,Fëanor,ObjectId(5cd99d4bde30eff6ebccfdb6)
Naugladur,http://lotr.wikia.com//wiki/Naugladur,Dwarf,,Male,FA 503,,,,,ObjectId(5cd99d4bde30eff6ebccfdb7)
Nina Lightfoot,http://lotr.wikia.com//wiki/Nina_Lightfoot,Hobbit,SR 1261,Female,,,,Shire,Theobald Bolger,ObjectId(5cd99d4bde30eff6ebccfdb8)
Nolondil,http://lotr.wikia.com//wiki/Nolondil,Human,SA 222,Male,"Early ,Second Age",,,,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfdb9)
Niënor,http://lotr.wikia.com//wiki/Ni%C3%ABnor,Human,FA 473,Female,FA 499,Golden,Tall,,Túrin Turambar,ObjectId(5cd99d4bde30eff6ebccfdba)
Nob,http://lotr.wikia.com//wiki/Nob,Hobbit,"Late ,Third Age",Male,,,,,,ObjectId(5cd99d4bde30eff6ebccfdbb)
Narmacil II,http://lotr.wikia.com//wiki/Narmacil_II,Human,TA 1684,Male,TA 1856,,,,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfdbc)
Náin I,http://lotr.wikia.com//wiki/N%C3%A1in_I,Dwarf,TA 1832,Male,TA 1981,,,Khazad-dûm,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfdbd)
Náin II,http://lotr.wikia.com//wiki/N%C3%A1in_II,Dwarf,TA 2338,Male,TA 2585,,,Grey Mountains,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfdbe)
Náli,http://lotr.wikia.com//wiki/N%C3%A1li,Dwarf,"Late ,Third Age",Male,TA 2994,,,,,ObjectId(5cd99d4bde30eff6ebccfdbf)
Nár,http://lotr.wikia.com//wiki/N%C3%A1r,Dwarf,"Late ,Third Age",Male,Late Third Age,,,,,ObjectId(5cd99d4bde30eff6ebccfdc0)
Númendil,http://lotr.wikia.com//wiki/N%C3%BAmendil,Human,Late Second Age,Male,SA 3065,,,,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfdc1)
Núneth,http://lotr.wikia.com//wiki/N%C3%BAneth,Human,"Early ,Second Age",Female,,,,,Beregar,ObjectId(5cd99d4bde30eff6ebccfdc2)
Nurwë,http://lotr.wikia.com//wiki/Nurw%C3%AB,Elf,"Perhaps ,Firstborn",,,,,,,ObjectId(5cd99d4bde30eff6ebccfdc3)
Nori,http://lotr.wikia.com//wiki/Nori,Dwarf,TA 2837,Male,,,,,,ObjectId(5cd99d4bde30eff6ebccfdc4)
Náin (father of Dáin II Ironfoot),http://lotr.wikia.com//wiki/N%C3%A1in_(father_of_D%C3%A1in_II_Ironfoot),Dwarf,TA 2665,Male,TA 2799,,,,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfdc5)
Old Noakes,http://lotr.wikia.com//wiki/Old_Noakes,Hobbit,TA 2923,Male,"Early ,Fourth Age",,,,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfdc6)
Olwë,http://lotr.wikia.com//wiki/Olw%C3%AB,Elf,Possibly Firstborn,Male,Still Alive,Silver,,"Tol Eressëa,Alqualondë",Unnamed Wife,ObjectId(5cd99d4bde30eff6ebccfdc7)
Orchaldor,http://lotr.wikia.com//wiki/Orchaldor,Human,"Sometime before ,SA 799",Male,,,,,Ailinel,ObjectId(5cd99d4bde30eff6ebccfdc8)
Ondoher,http://lotr.wikia.com//wiki/Ondoher,Human,TA 1787,Male,TA 1944,,,Gondor,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfdc9)
Ori,http://lotr.wikia.com//wiki/Ori,Dwarf,TA 2865,Male,TA 2994,,,,,ObjectId(5cd99d4bde30eff6ebccfdca)
Orodreth,http://lotr.wikia.com//wiki/Orodreth,Elf,YT,Male,"FA 495 ,Battle of Tumhalad",Golden,,Nargothrond,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfdcb)
Orodreth (Steward),http://lotr.wikia.com//wiki/Orodreth_(Steward),Human,TA 2576,Male,TA 2685,,,,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfdcc)
Oromendil,http://lotr.wikia.com//wiki/Oromendil,Human,SA 382,Male,,,,,,ObjectId(5cd99d4bde30eff6ebccfdcd)
Ohtar,http://lotr.wikia.com//wiki/Ohtar,Human,"Late ,Second Age",Male,,,,,,ObjectId(5cd99d4bde30eff6ebccfdce)
Ostoher,http://lotr.wikia.com//wiki/Ostoher,Human,TA 222,Male,TA 492,,,Gondor,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfdcf)
Orophin,http://lotr.wikia.com//wiki/Orophin,Elf,,Male,,,,,,ObjectId(5cd99d4bde30eff6ebccfdd0)
Pelendur,http://lotr.wikia.com//wiki/Pelendur,Human,TA 1879,Male,TA 1998,,,,,ObjectId(5cd99d4bde30eff6ebccfdd1)
Mrs. Proudfoot,http://lotr.wikia.com//wiki/Mrs._Proudfoot,Hobbit,"Late ,Third Age",Female,,,,,Odo Proudfoot,ObjectId(5cd99d4bde30eff6ebccfdd2)
Pengolodh,http://lotr.wikia.com//wiki/Pengolodh,Elf,"Early ,First Age",Male,,,Tallest of the Elves of Gondolin,,,ObjectId(5cd99d4bde30eff6ebccfdd3)
Otho Sackville-Baggins,http://lotr.wikia.com//wiki/Otho_Sackville-Baggins,Hobbit,TA 2910,Male,TA 3012,,"1.22m (4'0"")",,Lobelia Sackville-Baggins,ObjectId(5cd99d4bde30eff6ebccfdd4)
Odo Proudfoot,http://lotr.wikia.com//wiki/Odo_Proudfoot,Hobbit,TA 2904,Male,TA 3005,Brown Gray (movie),,,Mrs. Proudfoot,ObjectId(5cd99d4bde30eff6ebccfdd5)
Radhruin,http://lotr.wikia.com//wiki/Radhruin,Human,"Late ,First Age",Male,FA 460,,,,,ObjectId(5cd99d4bde30eff6ebccfdd6)
Oropher,http://lotr.wikia.com//wiki/Oropher,Elf,First Age,Male,SA 3434,,,Woodland Realm,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfdd7)
Ragnir,http://lotr.wikia.com//wiki/Ragnir,Human,"Late ,First Age",Male,Late First Age,,,,,ObjectId(5cd99d4bde30eff6ebccfdd8)
Ragnor,http://lotr.wikia.com//wiki/Ragnor,Human,"Mid ,First Age",Male,FA 460,,,,,ObjectId(5cd99d4bde30eff6ebccfdd9)
Rían,http://lotr.wikia.com//wiki/R%C3%ADan,Human,FA 450,Female,FA 473,,,,Huor,ObjectId(5cd99d4bde30eff6ebccfdda)
Rían (Gondor),http://lotr.wikia.com//wiki/R%C3%ADan_(Gondor),Human,c. T.A. 2328,Female,,,,,Unnamed husband,ObjectId(5cd99d4bde30eff6ebccfddb)
Rowan Greenhand,http://lotr.wikia.com//wiki/Rowan_Greenhand,Hobbit,TA 2849,Male,"Late ,Third Age",,,Shire,Belba Baggins,ObjectId(5cd99d4bde30eff6ebccfddc)
Rudigar Bolger,http://lotr.wikia.com//wiki/Rudigar_Bolger,Hobbit,SR 1255,Male,SR 1348,,,Bree,Belba Baggins,ObjectId(5cd99d4bde30eff6ebccfddd)
Rufus Burrows,http://lotr.wikia.com//wiki/Rufus_Burrows,Hobbit,,Male,,,,,Asphodel Brandybuck,ObjectId(5cd99d4bde30eff6ebccfdde)
Rómendacil I,http://lotr.wikia.com//wiki/R%C3%B3mendacil_I,Human,TA 310,Male,TA 541,,,Gondor,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfddf)
Lobelia Sackville-Baggins,http://lotr.wikia.com//wiki/Lobelia_Sackville-Baggins,Hobbit,TA 2918,Female,TA 3020,,"1.17m (3'10"")",,Otho Sackville-Baggins,ObjectId(5cd99d4bde30eff6ebccfde0)
Rúmil (Noldo),http://lotr.wikia.com//wiki/R%C3%BAmil_(Noldo),Elf,YT,Male,,,,,,ObjectId(5cd99d4bde30eff6ebccfde1)
Lotho Sackville-Baggins,http://lotr.wikia.com//wiki/Lotho_Sackville-Baggins,Hobbit,TA 2964,Male,TA 3019,Sandy,"1.22m (4'0"") ",,None,ObjectId(5cd99d4bde30eff6ebccfde2)
Sadoc Brandybuck,http://lotr.wikia.com//wiki/Sadoc_Brandybuck,Hobbit,SR 1179,Male,,,,,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfde3)
Sador,http://lotr.wikia.com//wiki/Sador,Human,"about ,FA 430",Male,FA 495,,,,None known,ObjectId(5cd99d4bde30eff6ebccfde4)
Saelon,http://lotr.wikia.com//wiki/Saelon,Human,Fourth Age,Male,,,,,,ObjectId(5cd99d4bde30eff6ebccfde5)
Rúmil of Lórien,http://lotr.wikia.com//wiki/R%C3%BAmil_of_L%C3%B3rien,Elf,,Male,,,,,,ObjectId(5cd99d4bde30eff6ebccfde6)
Sagroth,http://lotr.wikia.com//wiki/Sagroth,Human,,Male,,,,,,ObjectId(5cd99d4bde30eff6ebccfde7)
Rómendacil II,http://lotr.wikia.com//wiki/R%C3%B3mendacil_II,Human,TA 1126,Male,TA 1366,,,Gondor,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfde8)
Silmariën,http://lotr.wikia.com//wiki/Silmari%C3%ABn,Human,SA 521,Female,,,,,Elatan,ObjectId(5cd99d4bde30eff6ebccfde9)
Sangahyando,http://lotr.wikia.com//wiki/Sangahyando,Human,"Mid-,Third Age",Male,,,,,,ObjectId(5cd99d4bde30eff6ebccfdea)
Siriondil,http://lotr.wikia.com//wiki/Siriondil,Human,TA 570,Male,TA 830,,,Gondor,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfdeb)
Saradas Brandybuck,http://lotr.wikia.com//wiki/Saradas_Brandybuck,Hobbit,SR 1308,Male,SR 1407,,,,,ObjectId(5cd99d4bde30eff6ebccfdec)
Robin Smallburrow,http://lotr.wikia.com//wiki/Robin_Smallburrow,Hobbit,"Late ,Third Age",Male,,,,,,ObjectId(5cd99d4bde30eff6ebccfded)
Soronto,http://lotr.wikia.com//wiki/Soronto,Human,SA 799,Male,"Early ,Second Age",,,,None,ObjectId(5cd99d4bde30eff6ebccfdee)
Morwen Steelsheen,http://lotr.wikia.com//wiki/Morwen_Steelsheen,Human,TA 2922,Female,,Dark,Tall,Rohan,Thengel,ObjectId(5cd99d4bde30eff6ebccfdef)
Tar-Alcarin,http://lotr.wikia.com//wiki/Tar-Alcarin,Human,SA 2406,Male,SA 2737,,,Númenor,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfdf0)
Ted Sandyman,http://lotr.wikia.com//wiki/Ted_Sandyman,Hobbit,TA 2920,Male,FO 50,,,,,ObjectId(5cd99d4bde30eff6ebccfdf1)
Tar-Aldarion,http://lotr.wikia.com//wiki/Tar-Aldarion,Human,SA 700,Male,SA 1098,,,Númenor,Erendis,ObjectId(5cd99d4bde30eff6ebccfdf2)
Tar-Amandil,http://lotr.wikia.com//wiki/Tar-Amandil,Human,SA 192,Male,SA 603,,,Númenor,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfdf3)
Tar-Ancalimon,http://lotr.wikia.com//wiki/Tar-Ancalimon,Human,SA 1986,Male,SA 2386,,,Númenor,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfdf4)
Tar-Anárion,http://lotr.wikia.com//wiki/Tar-An%C3%A1rion,Human,SA 1003,Male,SA 1404,,,Númenor,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfdf5)
Tar-Ardamin,http://lotr.wikia.com//wiki/Tar-Ardamin,Human,SA 2618,Male,SA 2899,,,Númenor,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfdf6)
Tar-Atanamir,http://lotr.wikia.com//wiki/Tar-Atanamir,Human,SA 1800,Male,SA 2221,,,Númenor,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfdf7)
Tar-Calmacil,http://lotr.wikia.com//wiki/Tar-Calmacil,Human,SA 2516,Male,SA 2825,,,Númenor,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfdf8)
Tar-Ciryatan,http://lotr.wikia.com//wiki/Tar-Ciryatan,Human,SA 1634,Male,SA 2035,,,Númenor,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfdf9)
Tar-Elendil,http://lotr.wikia.com//wiki/Tar-Elendil,Human,SA 350,Male,SA 751,,,Númenor,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfdfa)
Tar-Ancalimë,http://lotr.wikia.com//wiki/Tar-Ancalim%C3%AB,Human,SA 873,Female,SA 1285,,,Númenor,Hallacar,ObjectId(5cd99d4bde30eff6ebccfdfb)
Tar-Palantir,http://lotr.wikia.com//wiki/Tar-Palantir,Human,SA 3035,Male,SA 3255,,,Númenor,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfdfc)
Tar-Súrion,http://lotr.wikia.com//wiki/Tar-S%C3%BArion,Human,SA 1174,Male,SA 1574,,,Númenor,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfdfd)
Tar-Minastir,http://lotr.wikia.com//wiki/Tar-Minastir,Human,SA 1474,Male,SA 1873,,,Númenor,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfdfe)
Tar-Míriel,http://lotr.wikia.com//wiki/Tar-M%C3%ADriel,Human,SA 3117,Female,SA 3319,,,Númenor,Ar-Pharazôn,ObjectId(5cd99d4bde30eff6ebccfdff)
Tar-Telperiën,http://lotr.wikia.com//wiki/Tar-Telperi%C3%ABn,Human,SA 1320,Female,SA 1731,,,Númenor,None,ObjectId(5cd99d4bde30eff6ebccfe00)
Tar-Vanimeldë,http://lotr.wikia.com//wiki/Tar-Vanimeld%C3%AB,Human,SA 2277,Female,SA 2637,,,Númenor,Herucalmo,ObjectId(5cd99d4bde30eff6ebccfe01)
Tarannon Falastur,http://lotr.wikia.com//wiki/Tarannon_Falastur,Human,TA 654,Male,TA 913,,,Gondor,Berúthiel,ObjectId(5cd99d4bde30eff6ebccfe02)
Tar-Telemmaitë,http://lotr.wikia.com//wiki/Tar-Telemmait%C3%AB,Human,SA 2136,Male,SA 2526,,,Númenor,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfe03)
Tarcil,http://lotr.wikia.com//wiki/Tarcil,Human,TA 280,Male,TA 515,,,Arnor,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfe04)
Tar-Meneldur,http://lotr.wikia.com//wiki/Tar-Meneldur,Human,SA 543,Male,SA 942,,,Númenor,Almarian,ObjectId(5cd99d4bde30eff6ebccfe05)
Targon,http://lotr.wikia.com//wiki/Targon,Human,"Late ,Third Age",Male,,,,,,ObjectId(5cd99d4bde30eff6ebccfe06)
Tata,http://lotr.wikia.com//wiki/Tata,Elf,"Unknown, awakened in the ,Years of the Trees",Male,,,,,Tatië,ObjectId(5cd99d4bde30eff6ebccfe07)
Tatië,http://lotr.wikia.com//wiki/Tati%C3%AB,Elf,"Unknown, awakened in the ,Years of the Trees",Female,,,,,Tata,ObjectId(5cd99d4bde30eff6ebccfe08)
Tarciryan,http://lotr.wikia.com//wiki/Tarciryan,Human,"After ,TA 654",Male,"Before ,TA 913",,,,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfe09)
Telchar,http://lotr.wikia.com//wiki/Telchar,Dwarf,First Age,Male,First Age,,,,,ObjectId(5cd99d4bde30eff6ebccfe0a)
Telemnar,http://lotr.wikia.com//wiki/Telemnar,Human,TA 1516,Male,TA 1636,,,Gondor,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfe0b)
Telumehtar,http://lotr.wikia.com//wiki/Telumehtar,Human,TA 1632,Male,TA 1850,,,Gondor,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfe0c)
The King of the Dead,http://lotr.wikia.com//wiki/The_King_of_the_Dead,Human,Second Age,Male,"Sometime after the ,War of the Last Alliance",,Tall,"White Mountains,Paths of the Dead",,ObjectId(5cd99d4bde30eff6ebccfe0d)
Tarondor,http://lotr.wikia.com//wiki/Tarondor,Human,TA 1577,Male,TA 1798,,,Gondor,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfe0e)
Tarondor of Arnor,http://lotr.wikia.com//wiki/Tarondor_of_Arnor,Human,TA 372,Male,TA 602,,,Arnor,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfe0f)
User:Technobliterator/Showcase,http://lotr.wikia.com//wiki/User:Technobliterator/Showcase,Hobbit,,,,,,,,ObjectId(5cd99d4bde30eff6ebccfe10)
Thengel,http://lotr.wikia.com//wiki/Thengel,Human,TA 2905,Male,TA 2980,,,Rohan,Morwen Steelsheen,ObjectId(5cd99d4bde30eff6ebccfe11)
Thorondir,http://lotr.wikia.com//wiki/Thorondir,Human,TA 2782,Male,TA 2882,,,,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfe12)
Thranduil,http://lotr.wikia.com//wiki/Thranduil,Elf,First Age,Male,"Presumably departed to ,Aman",Golden,Tall,"Woodland Realm,Mirkwood",Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfe13)
Thráin I,http://lotr.wikia.com//wiki/Thr%C3%A1in_I,Dwarf,TA 1934,Male,TA 2190,,,Khazad-dûm,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfe14)
Thorin II Oakenshield,http://lotr.wikia.com//wiki/Thorin_II_Oakenshield,Dwarf,TA 2746,Male,"November 23, TA 2941",,,Ered Luin,,ObjectId(5cd99d4bde30eff6ebccfe15)
Thráin II,http://lotr.wikia.com//wiki/Thr%C3%A1in_II,Dwarf,TA 2644,Male,TA 2850,,,Lonely Mountain,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfe16)
Thorin III Stonehelm,http://lotr.wikia.com//wiki/Thorin_III_Stonehelm,Dwarf,TA 2866,Male,"FO 137,(aged 280)",,,"Lonely Mountain,Iron Hills",,ObjectId(5cd99d4bde30eff6ebccfe17)
Thrór,http://lotr.wikia.com//wiki/Thr%C3%B3r,Dwarf,TA 2542,Male,TA 2790,Grey-white,,"Grey Mountains,Lonely Mountain",Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfe18)
Théoden,http://lotr.wikia.com//wiki/Th%C3%A9oden,Human,"TA 2948 ,Gondor",Male,"March 15 ,3019",White with braids (book) Blonde (films),Tall,,Elfhild,ObjectId(5cd99d4bde30eff6ebccfe19)
Théodred,http://lotr.wikia.com//wiki/Th%C3%A9odred,Human,TA 2978,Male,"February 25 ,3019",,,,,ObjectId(5cd99d4bde30eff6ebccfe1a)
Tindómiel,http://lotr.wikia.com//wiki/Tind%C3%B3miel,Human,"After ,SA 61",Female,"Early ,Second Age",,,,,ObjectId(5cd99d4bde30eff6ebccfe1b)
Thorin I,http://lotr.wikia.com//wiki/Thorin_I,Dwarf,TA 2035,Male,TA 2289,,,"Lonely Mountain,Grey Mountains",Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfe1c)
Faramir Took I,http://lotr.wikia.com//wiki/Faramir_Took_I,Hobbit,FO 10,Male,FO 112,,,,Goldilocks Gardner,ObjectId(5cd99d4bde30eff6ebccfe1d)
Isumbras Took I,http://lotr.wikia.com//wiki/Isumbras_Took_I,Hobbit,TA 2295,Male,TA 2398,,,,,ObjectId(5cd99d4bde30eff6ebccfe1e)
Fortinbras Took II,http://lotr.wikia.com//wiki/Fortinbras_Took_II,Hobbit,TA 2878,Male,TA 2980,,,,Lalia Clayhanger,ObjectId(5cd99d4bde30eff6ebccfe1f)
Isumbras Took III,http://lotr.wikia.com//wiki/Isumbras_Took_III,Hobbit,TA 2666,Male,TA 2759,,,,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfe20)
Adalgrim Took,http://lotr.wikia.com//wiki/Adalgrim_Took,Hobbit,TA 2880,Male,TA 2982,,,,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfe21)
Adamanta (Chubb) Took,http://lotr.wikia.com//wiki/Adamanta_(Chubb)_Took,Hobbit,TA 2817,Female,TA 2923,,,,"Gerontius ""The Old"" Took",ObjectId(5cd99d4bde30eff6ebccfe22)
Isengrim Took II,http://lotr.wikia.com//wiki/Isengrim_Took_II,Hobbit,TA 2620,Male,TA 2722,,,,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfe23)
Adelard Took,http://lotr.wikia.com//wiki/Adelard_Took,Hobbit,TA 2928,Male,FO 2,,,,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfe24)
Ferumbras III Took,http://lotr.wikia.com//wiki/Ferumbras_III_Took,Hobbit,TA 2916,Male,TA 3015,,,,None,ObjectId(5cd99d4bde30eff6ebccfe25)
Bandobras Took,http://lotr.wikia.com//wiki/Bandobras_Took,Hobbit,TA 2701,Male,TA 2800,,"1.35m (4'5"")",,Unnamed wife,ObjectId(5cd99d4bde30eff6ebccfe26)
Hildifons Took,http://lotr.wikia.com//wiki/Hildifons_Took,Hobbit,TA 2844,Male,,,,,,ObjectId(5cd99d4bde30eff6ebccfe27)
