_id,Name,Url,Race,birth,death,gender,hair,height,realm,spouse,race
ObjectId(5cd99d4bde30eff6ebccfd7d),Isilmo,http://lotr.wikia.com//wiki/Isilmo,Human,"After ,SA 1320","Before ,SA 1731",Male,,,,Unnamed wife,Men
ObjectId(5cd99d4bde30eff6ebccfd7e),Ivriniel,http://lotr.wikia.com//wiki/Ivriniel,Human,TA 2947,,Female,,,,,Men
ObjectId(5cd99d4bde30eff6ebccfd7f),Lalaith,http://lotr.wikia.com//wiki/Lalaith,Human,FA 466,FA 469,Female,Blonde,,,,Men
ObjectId(5cd99d4bde30eff6ebccfd80),Larnach,http://lotr.wikia.com//wiki/Larnach,Human,"Late ,First Age",,Male,,,,Unnamed wife,Men
ObjectId(5cd99d4bde30eff6ebccfd81),Legolas,http://lotr.wikia.com//wiki/Legolas,Elf,,"Still alive, departed to ,Aman ,FO 120",Male,"Uncertain (book), Blonde (films)",,,,Elves
ObjectId(5cd99d4bde30eff6ebccfd82),Isildur,http://lotr.wikia.com//wiki/Isildur,Human,SA 3209,TA 2,Male,Black,Very tall almost 7'1,"Arnor,Gondor",Unnamed wife,Men
ObjectId(5cd99d4bde30eff6ebccfd83),Lindir,http://lotr.wikia.com//wiki/Lindir,Elf,,"Possibly departed to ,Aman",Male,Brown (films),Tall,,,Elves
ObjectId(5cd99d4bde30eff6ebccfd84),Lindissë,http://lotr.wikia.com//wiki/Lindiss%C3%AB,Human,SA 551,,Female,,,,,Men
ObjectId(5cd99d4bde30eff6ebccfd85),Isilmë,http://lotr.wikia.com//wiki/Isilm%C3%AB,Human,SA 532,,Female,,,,,Men
ObjectId(5cd99d4bde30eff6ebccfd86),Lindo,http://lotr.wikia.com//wiki/Lindo,Elf,YT,,Male,,,,Vairë,Elves
ObjectId(5cd99d4bde30eff6ebccfd87),Ivorwen,http://lotr.wikia.com//wiki/Ivorwen,Human,TA 2857,TA 2929,Female,Brown (film),,,Dírhael,Men
ObjectId(5cd99d4bde30eff6ebccfd88),Lindórië,http://lotr.wikia.com//wiki/Lind%C3%B3ri%C3%AB,Human,"Late ,Second Age",Late Second Age,Female,,,,Unknown husband,Men
ObjectId(5cd99d4bde30eff6ebccfd89),Lenwë,http://lotr.wikia.com//wiki/Lenw%C3%AB,Elf,YT,YT (possibly),Male,,,,Unnamed wife,Elves
ObjectId(5cd99d4bde30eff6ebccfd8a),Lorgan,http://lotr.wikia.com//wiki/Lorgan,Human,"Late ,First Age",Late First Age,Male,,,,,Men
ObjectId(5cd99d4bde30eff6ebccfd8b),Lothíriel,http://lotr.wikia.com//wiki/Loth%C3%ADriel,Human,TA 2999,,Female,,,Rohan,omer,Men
ObjectId(5cd99d4bde30eff6ebccfd8c),Léod,http://lotr.wikia.com//wiki/L%C3%A9od,Human,TA 2459,TA 2501,Male,,,,Unnamed wife,Men
ObjectId(5cd99d4bde30eff6ebccfd8d),Brytta Léofa,http://lotr.wikia.com//wiki/Brytta_L%C3%A9ofa,Human,TA 2752,TA 2842,Male,,,Rohan,Unnamed wife,Men
ObjectId(5cd99d4bde30eff6ebccfd8e),Lóni,http://lotr.wikia.com//wiki/L%C3%B3ni,Dwarf,"Late ,Third Age",TA 2994,Male,,,,,Dwarves
ObjectId(5cd99d4bde30eff6ebccfd8f),Lúthien,http://lotr.wikia.com//wiki/L%C3%BAthien,Elf,YT 1200,FA 503,Female,Black,,,Beren Erchamion,"Elves,Maiar"
ObjectId(5cd99d4bde30eff6ebccfd90),Farmer Maggot,http://lotr.wikia.com//wiki/Farmer_Maggot,Hobbit,TA 2948,,Male,Brown,,,Unnamed wife,Hobbits
ObjectId(5cd99d4bde30eff6ebccfd91),Mablung the Ranger,http://lotr.wikia.com//wiki/Mablung_the_Ranger,Human,"Late ,Third Age",,Male,Dark,Tall,,,Men
ObjectId(5cd99d4bde30eff6ebccfd92),Maglor,http://lotr.wikia.com//wiki/Maglor,Elf,"During the ,Noontide of Valinor",Fate unknown,Male,Dark,,,Unnamed wife,Elves
ObjectId(5cd99d4bde30eff6ebccfd93),Maedhros,http://lotr.wikia.com//wiki/Maedhros,Elf,"During the ,Noontide of Valinor",FA 587,Male,Dark red,Tall,,None,Elves
ObjectId(5cd99d4bde30eff6ebccfd94),Mahtan,http://lotr.wikia.com//wiki/Mahtan,Elf,UnknownYT,Still alive,Male,Brown with copperlike-red,,,Unnamed wife,Elves
ObjectId(5cd99d4bde30eff6ebccfd95),Magor,http://lotr.wikia.com//wiki/Magor,Human,F.A. 341,,Male,,,,,Men
ObjectId(5cd99d4bde30eff6ebccfd96),Mairen,http://lotr.wikia.com//wiki/Mairen,Human,SA 377,,Female,,,,,Men
ObjectId(5cd99d4bde30eff6ebccfd97),Malach,http://lotr.wikia.com//wiki/Malach,Human,FA 307,FA 398,Male,,,,Meldis,Men
ObjectId(5cd99d4bde30eff6ebccfd98),Maeglin,http://lotr.wikia.com//wiki/Maeglin,Elf,FA 320,FA 510,Male,Black,Tall,,None,Elves
ObjectId(5cd99d4bde30eff6ebccfd99),Malvegil,http://lotr.wikia.com//wiki/Malvegil,Human,TA 1144,TA 1349,Male,,,Arthedain,Unnamed wife,Men
ObjectId(5cd99d4bde30eff6ebccfd9a),Manthor,http://lotr.wikia.com//wiki/Manthor,Human,"Late ,First Age",Late First Age,Male,,,,,Men
ObjectId(5cd99d4bde30eff6ebccfd9b),Manwendil,http://lotr.wikia.com//wiki/Manwendil,Human,"After ,SA 61","Early ,Second Age",Male,,,,Possible unnamed wife,Men
ObjectId(5cd99d4bde30eff6ebccfd9c),Malva Headstrong Brandybuck,http://lotr.wikia.com//wiki/Malva_%22Headstrong%22_Brandybuck,Hobbit,,,,,,,,
ObjectId(5cd99d4bde30eff6ebccfd9d),Mallor,http://lotr.wikia.com//wiki/Mallor,Human,TA 895,TA 1110,Male,,,"Arthedain,Arnor",Unnamed wife,Men
ObjectId(5cd99d4bde30eff6ebccfd9e),Marach,http://lotr.wikia.com//wiki/Marach,Human,FA 282,FA 376,Male,,,,Unnamed wife,Men
ObjectId(5cd99d4bde30eff6ebccfd9f),Marcho,http://lotr.wikia.com//wiki/Marcho,Hobbit,TA 1557,"Sometime after ,TA 1601",Male,,,,,Hobbits
ObjectId(5cd99d4bde30eff6ebccfda0),Mardil Voronwë,http://lotr.wikia.com//wiki/Mardil_Voronw%C3%AB,Human,TA 1960,TA 2080,Male,,,,Unnamed wife,Men
ObjectId(5cd99d4bde30eff6ebccfda1),Malbeth the Seer,http://lotr.wikia.com//wiki/Malbeth_the_Seer,Human,"Mid ,Third Age",Mid Third Age,Male,"Dark, later grey ",,,"Unknown, possible none",Men
ObjectId(5cd99d4bde30eff6ebccfda2),Marhwini,http://lotr.wikia.com//wiki/Marhwini,Human,"Mid-,Third Age",Mid-Third Age,Male,,,,Unnamed wife,Men
ObjectId(5cd99d4bde30eff6ebccfda3),Marmadas Brandybuck,http://lotr.wikia.com//wiki/Marmadas_Brandybuck,Hobbit,SR 1343,,Male,,,,Unnamed wife,Hobbits
ObjectId(5cd99d4bde30eff6ebccfda4),Master of Laketown,http://lotr.wikia.com//wiki/Master_of_Laketown,Human,TA 2890,TA 2941,Male,Auburn (film),"Tall (6'4"")",Lake-town,,Men
ObjectId(5cd99d4bde30eff6ebccfda5),Meneldil,http://lotr.wikia.com//wiki/Meneldil,Human,SA 3318,TA 158,Male,,,Gondor,Unnamed wife,Men
ObjectId(5cd99d4bde30eff6ebccfda6),Meleth,http://lotr.wikia.com//wiki/Meleth,Human,Around FA 450,,Female,,,,Agathor,Men
ObjectId(5cd99d4bde30eff6ebccfda7),Meril-i-Turinqi,http://lotr.wikia.com//wiki/Meril-i-Turinqi,Elf,YT,"Unknown, presumably still alive",Female,,,Tol Eressëa,,Elves
ObjectId(5cd99d4bde30eff6ebccfda8),Merimas Brandybuck,http://lotr.wikia.com//wiki/Merimas_Brandybuck,Hobbit,SR 1381,"Early-,Fourth Age",Male,,,,,Hobbits
ObjectId(5cd99d4bde30eff6ebccfda9),Minohtar,http://lotr.wikia.com//wiki/Minohtar,Human,"Mid ,Third Age","July 13 ,1944",Male,,,,,Men
ObjectId(5cd99d4bde30eff6ebccfdaa),Marroc Brandybuck,http://lotr.wikia.com//wiki/Marroc_Brandybuck,Hobbit,SR 1182,,Male,,,,Unnamed wife,Hobbit
ObjectId(5cd99d4bde30eff6ebccfdab),Marhari,http://lotr.wikia.com//wiki/Marhari,Human,"Mid ,Third Age",TA 1856,Male,,,,Unnamed wife,Men
ObjectId(5cd99d4bde30eff6ebccfdac),Minardil,http://lotr.wikia.com//wiki/Minardil,Human,TA 1454,TA 1634,Male,,,Gondor,Unnamed wife,Men
ObjectId(5cd99d4bde30eff6ebccfdad),Mithrellas,http://lotr.wikia.com//wiki/Mithrellas,Elf,,,Female,,,,Imrazôr,Elves
ObjectId(5cd99d4bde30eff6ebccfdae),Morwen,http://lotr.wikia.com//wiki/Morwen,Human,FA 443,FA 500,Female,"Dark, grey in old age",Tall,,Húrin Thalion,Men
ObjectId(5cd99d4bde30eff6ebccfdaf),Morwen (Gondor),http://lotr.wikia.com//wiki/Morwen_(Gondor),Human,"Late 26th century ,Third Age","Late ,Third Age",Female,,,,Unnamed husband,Men
ObjectId(5cd99d4bde30eff6ebccfdb0),Morwë,http://lotr.wikia.com//wiki/Morw%C3%AB,Elf,"Perhaps ,Firstborn",,,,,,,Elves
ObjectId(5cd99d4bde30eff6ebccfdb1),Míriel,http://lotr.wikia.com//wiki/M%C3%ADriel,Elf,,YT 1170,Female,Silver,,,Finwë,Elves
ObjectId(5cd99d4bde30eff6ebccfdb2),Mîm,http://lotr.wikia.com//wiki/M%C3%AEm,Dwarf,"Early ,First Age",FA 502,Male,,,,Unnamed wife,Dwarves
ObjectId(5cd99d4bde30eff6ebccfdb3),Narmacil I,http://lotr.wikia.com//wiki/Narmacil_I,Human,TA 1049,TA 1294,Male,,,Gondor,"Unknown, possibly none as he had no children",Men
ObjectId(5cd99d4bde30eff6ebccfdb4),Nessanië,http://lotr.wikia.com//wiki/Nessani%C3%AB,Human,SA 840,"Mid ,Second Age",Female,,,,,Men
ObjectId(5cd99d4bde30eff6ebccfdb5),Nimrodel,http://lotr.wikia.com//wiki/Nimrodel,Elf,YT,TA 1981,Female,Possibly golden,,,"Loved ,Amroth",Elves
ObjectId(5cd99d4bde30eff6ebccfdb6),Nerdanel,http://lotr.wikia.com//wiki/Nerdanel,Elf,"YT, during the ,Noontide of Valinor",Still alive,Female,Reddish brown,,,Fëanor,Elves
ObjectId(5cd99d4bde30eff6ebccfdb7),Naugladur,http://lotr.wikia.com//wiki/Naugladur,Dwarf,,FA 503,Male,,,,,Dwarves
ObjectId(5cd99d4bde30eff6ebccfdb8),Nina Lightfoot,http://lotr.wikia.com//wiki/Nina_Lightfoot,Hobbit,SR 1261,,Female,,,Shire,Theobald Bolger,Hobbits
ObjectId(5cd99d4bde30eff6ebccfdb9),Nolondil,http://lotr.wikia.com//wiki/Nolondil,Human,SA 222,"Early ,Second Age",Male,,,,Unnamed wife,Men
ObjectId(5cd99d4bde30eff6ebccfdba),Niënor,http://lotr.wikia.com//wiki/Ni%C3%ABnor,Human,FA 473,FA 499,Female,Golden,Tall,,Túrin Turambar,Men
ObjectId(5cd99d4bde30eff6ebccfdbb),Nob,http://lotr.wikia.com//wiki/Nob,Hobbit,"Late ,Third Age",,Male,,,,,Hobbits
ObjectId(5cd99d4bde30eff6ebccfdbc),Narmacil II,http://lotr.wikia.com//wiki/Narmacil_II,Human,TA 1684,TA 1856,Male,,,,Unnamed wife,Men
ObjectId(5cd99d4bde30eff6ebccfdbd),Náin I,http://lotr.wikia.com//wiki/N%C3%A1in_I,Dwarf,TA 1832,TA 1981,Male,,,Khazad-dûm,Unnamed wife,Dwarves
ObjectId(5cd99d4bde30eff6ebccfdbe),Náin II,http://lotr.wikia.com//wiki/N%C3%A1in_II,Dwarf,TA 2338,TA 2585,Male,,,Grey Mountains,Unnamed wife,Dwarves
ObjectId(5cd99d4bde30eff6ebccfdbf),Náli,http://lotr.wikia.com//wiki/N%C3%A1li,Dwarf,"Late ,Third Age",TA 2994,Male,,,,,Dwarves
ObjectId(5cd99d4bde30eff6ebccfdc0),Nár,http://lotr.wikia.com//wiki/N%C3%A1r,Dwarf,"Late ,Third Age",Late Third Age,Male,,,,,Dwarves
ObjectId(5cd99d4bde30eff6ebccfdc1),Númendil,http://lotr.wikia.com//wiki/N%C3%BAmendil,Human,Late Second Age,SA 3065,Male,,,,Unnamed wife,Men
ObjectId(5cd99d4bde30eff6ebccfdc2),Núneth,http://lotr.wikia.com//wiki/N%C3%BAneth,Human,"Early ,Second Age",,Female,,,,Beregar,Men
ObjectId(5cd99d4bde30eff6ebccfdc3),Nurwë,http://lotr.wikia.com//wiki/Nurw%C3%AB,Elf,"Perhaps ,Firstborn",,,,,,,Elves
ObjectId(5cd99d4bde30eff6ebccfdc4),Nori,http://lotr.wikia.com//wiki/Nori,Dwarf,TA 2837,,Male,,,,,Dwarves
ObjectId(5cd99d4bde30eff6ebccfdc5),Náin (father of Dáin II Ironfoot),http://lotr.wikia.com//wiki/N%C3%A1in_(father_of_D%C3%A1in_II_Ironfoot),Dwarf,TA 2665,TA 2799,Male,,,,Unnamed wife,Dwarves
ObjectId(5cd99d4bde30eff6ebccfdc6),Old Noakes,http://lotr.wikia.com//wiki/Old_Noakes,Hobbit,TA 2923,"Early ,Fourth Age",Male,,,,Unnamed wife,Hobbits
ObjectId(5cd99d4bde30eff6ebccfdc7),Olwë,http://lotr.wikia.com//wiki/Olw%C3%AB,Elf,Possibly Firstborn,Still Alive,Male,Silver,,"Tol Eressëa,Alqualondë",Unnamed Wife,Elves
ObjectId(5cd99d4bde30eff6ebccfdc8),Orchaldor,http://lotr.wikia.com//wiki/Orchaldor,Human,"Sometime before ,SA 799",,Male,,,,Ailinel,Men
ObjectId(5cd99d4bde30eff6ebccfdc9),Ondoher,http://lotr.wikia.com//wiki/Ondoher,Human,TA 1787,TA 1944,Male,,,Gondor,Unnamed wife,Men
ObjectId(5cd99d4bde30eff6ebccfdca),Ori,http://lotr.wikia.com//wiki/Ori,Dwarf,TA 2865,TA 2994,Male,,,,,Dwarves
ObjectId(5cd99d4bde30eff6ebccfdcb),Orodreth,http://lotr.wikia.com//wiki/Orodreth,Elf,YT,"FA 495 ,Battle of Tumhalad",Male,Golden,,Nargothrond,Unnamed wife,Elves
ObjectId(5cd99d4bde30eff6ebccfdcc),Orodreth (Steward),http://lotr.wikia.com//wiki/Orodreth_(Steward),Human,TA 2576,TA 2685,Male,,,,Unnamed wife,Men
ObjectId(5cd99d4bde30eff6ebccfdcd),Oromendil,http://lotr.wikia.com//wiki/Oromendil,Human,SA 382,,Male,,,,,Men
ObjectId(5cd99d4bde30eff6ebccfdce),Ohtar,http://lotr.wikia.com//wiki/Ohtar,Human,"Late ,Second Age",,Male,,,,,Men
ObjectId(5cd99d4bde30eff6ebccfdcf),Ostoher,http://lotr.wikia.com//wiki/Ostoher,Human,TA 222,TA 492,Male,,,Gondor,Unnamed wife,Men
ObjectId(5cd99d4bde30eff6ebccfdd0),Orophin,http://lotr.wikia.com//wiki/Orophin,Elf,,,Male,,,,,Elves
ObjectId(5cd99d4bde30eff6ebccfdd1),Pelendur,http://lotr.wikia.com//wiki/Pelendur,Human,TA 1879,TA 1998,Male,,,,,Men
ObjectId(5cd99d4bde30eff6ebccfdd2),Mrs. Proudfoot,http://lotr.wikia.com//wiki/Mrs._Proudfoot,Hobbit,"Late ,Third Age",,Female,,,,Odo Proudfoot,Hobbits
ObjectId(5cd99d4bde30eff6ebccfdd3),Pengolodh,http://lotr.wikia.com//wiki/Pengolodh,Elf,"Early ,First Age",,Male,,Tallest of the Elves of Gondolin,,,Elves
ObjectId(5cd99d4bde30eff6ebccfdd4),Otho Sackville-Baggins,http://lotr.wikia.com//wiki/Otho_Sackville-Baggins,Hobbit,TA 2910,TA 3012,Male,,"1.22m (4'0"")",,Lobelia Sackville-Baggins,Hobbits
ObjectId(5cd99d4bde30eff6ebccfdd5),Odo Proudfoot,http://lotr.wikia.com//wiki/Odo_Proudfoot,Hobbit,TA 2904,TA 3005,Male,Brown Gray (movie),,,Mrs. Proudfoot,Hobbits
ObjectId(5cd99d4bde30eff6ebccfdd6),Radhruin,http://lotr.wikia.com//wiki/Radhruin,Human,"Late ,First Age",FA 460,Male,,,,,Men
ObjectId(5cd99d4bde30eff6ebccfdd7),Oropher,http://lotr.wikia.com//wiki/Oropher,Elf,First Age,SA 3434,Male,,,Woodland Realm,Unnamed wife,Elves
ObjectId(5cd99d4bde30eff6ebccfdd8),Ragnir,http://lotr.wikia.com//wiki/Ragnir,Human,"Late ,First Age",Late First Age,Male,,,,,Men
ObjectId(5cd99d4bde30eff6ebccfdd9),Ragnor,http://lotr.wikia.com//wiki/Ragnor,Human,"Mid ,First Age",FA 460,Male,,,,,Men
ObjectId(5cd99d4bde30eff6ebccfdda),Rían,http://lotr.wikia.com//wiki/R%C3%ADan,Human,FA 450,FA 473,Female,,,,Huor,Men
ObjectId(5cd99d4bde30eff6ebccfddb),Rían (Gondor),http://lotr.wikia.com//wiki/R%C3%ADan_(Gondor),Human,c. T.A. 2328,,Female,,,,Unnamed husband,Men
ObjectId(5cd99d4bde30eff6ebccfddc),Rowan Greenhand,http://lotr.wikia.com//wiki/Rowan_Greenhand,Hobbit,TA 2849,"Late ,Third Age",Male,,,Shire,Belba Baggins,Hobbits
ObjectId(5cd99d4bde30eff6ebccfddd),Rudigar Bolger,http://lotr.wikia.com//wiki/Rudigar_Bolger,Hobbit,SR 1255,SR 1348,Male,,,Bree,Belba Baggins,Hobbits
ObjectId(5cd99d4bde30eff6ebccfdde),Rufus Burrows,http://lotr.wikia.com//wiki/Rufus_Burrows,Hobbit,,,Male,,,,Asphodel Brandybuck,Hobbit
ObjectId(5cd99d4bde30eff6ebccfddf),Rómendacil I,http://lotr.wikia.com//wiki/R%C3%B3mendacil_I,Human,TA 310,TA 541,Male,,,Gondor,Unnamed wife,Men
ObjectId(5cd99d4bde30eff6ebccfde0),Lobelia Sackville-Baggins,http://lotr.wikia.com//wiki/Lobelia_Sackville-Baggins,Hobbit,TA 2918,TA 3020,Female,,"1.17m (3'10"")",,Otho Sackville-Baggins,Hobbit
ObjectId(5cd99d4bde30eff6ebccfde1),Rúmil (Noldo),http://lotr.wikia.com//wiki/R%C3%BAmil_(Noldo),Elf,YT,,Male,,,,,Elves
ObjectId(5cd99d4bde30eff6ebccfde2),Lotho Sackville-Baggins,http://lotr.wikia.com//wiki/Lotho_Sackville-Baggins,Hobbit,TA 2964,TA 3019,Male,Sandy,"1.22m (4'0"") ",,None,Hobbits
ObjectId(5cd99d4bde30eff6ebccfde3),Sadoc Brandybuck,http://lotr.wikia.com//wiki/Sadoc_Brandybuck,Hobbit,SR 1179,,Male,,,,Unnamed wife,Hobbits
ObjectId(5cd99d4bde30eff6ebccfde4),Sador,http://lotr.wikia.com//wiki/Sador,Human,"about ,FA 430",FA 495,Male,,,,None known,Men
ObjectId(5cd99d4bde30eff6ebccfde5),Saelon,http://lotr.wikia.com//wiki/Saelon,Human,Fourth Age,,Male,,,,,Men
ObjectId(5cd99d4bde30eff6ebccfde6),Rúmil of Lórien,http://lotr.wikia.com//wiki/R%C3%BAmil_of_L%C3%B3rien,Elf,,,Male,,,,,Elves
ObjectId(5cd99d4bde30eff6ebccfde7),Sagroth,http://lotr.wikia.com//wiki/Sagroth,Human,,,Male,,,,,Men
ObjectId(5cd99d4bde30eff6ebccfde8),Rómendacil II,http://lotr.wikia.com//wiki/R%C3%B3mendacil_II,Human,TA 1126,TA 1366,Male,,,Gondor,Unnamed wife,Men
ObjectId(5cd99d4bde30eff6ebccfde9),Silmariën,http://lotr.wikia.com//wiki/Silmari%C3%ABn,Human,SA 521,,Female,,,,Elatan,Men
ObjectId(5cd99d4bde30eff6ebccfdea),Sangahyando,http://lotr.wikia.com//wiki/Sangahyando,Human,"Mid-,Third Age",,Male,,,,,Men
ObjectId(5cd99d4bde30eff6ebccfdeb),Siriondil,http://lotr.wikia.com//wiki/Siriondil,Human,TA 570,TA 830,Male,,,Gondor,Unnamed wife,Men
ObjectId(5cd99d4bde30eff6ebccfdec),Saradas Brandybuck,http://lotr.wikia.com//wiki/Saradas_Brandybuck,Hobbit,SR 1308,SR 1407,Male,,,,,Hobbits
ObjectId(5cd99d4bde30eff6ebccfded),Robin Smallburrow,http://lotr.wikia.com//wiki/Robin_Smallburrow,Hobbit,"Late ,Third Age",,Male,,,,,Hobbits
ObjectId(5cd99d4bde30eff6ebccfdee),Soronto,http://lotr.wikia.com//wiki/Soronto,Human,SA 799,"Early ,Second Age",Male,,,,None,Men
ObjectId(5cd99d4bde30eff6ebccfdef),Morwen Steelsheen,http://lotr.wikia.com//wiki/Morwen_Steelsheen,Human,TA 2922,,Female,Dark,Tall,Rohan,Thengel,Men
ObjectId(5cd99d4bde30eff6ebccfdf0),Tar-Alcarin,http://lotr.wikia.com//wiki/Tar-Alcarin,Human,SA 2406,SA 2737,Male,,,Númenor,Unnamed wife,Men
ObjectId(5cd99d4bde30eff6ebccfdf1),Ted Sandyman,http://lotr.wikia.com//wiki/Ted_Sandyman,Hobbit,TA 2920,FO 50,Male,,,,,Hobbits
ObjectId(5cd99d4bde30eff6ebccfdf2),Tar-Aldarion,http://lotr.wikia.com//wiki/Tar-Aldarion,Human,SA 700,SA 1098,Male,,,Númenor,Erendis,Men
ObjectId(5cd99d4bde30eff6ebccfdf3),Tar-Amandil,http://lotr.wikia.com//wiki/Tar-Amandil,Human,SA 192,SA 603,Male,,,Númenor,Unnamed wife,Men
ObjectId(5cd99d4bde30eff6ebccfdf4),Tar-Ancalimon,http://lotr.wikia.com//wiki/Tar-Ancalimon,Human,SA 1986,SA 2386,Male,,,Númenor,Unnamed wife,Men
ObjectId(5cd99d4bde30eff6ebccfdf5),Tar-Anárion,http://lotr.wikia.com//wiki/Tar-An%C3%A1rion,Human,SA 1003,SA 1404,Male,,,Númenor,Unnamed wife,Men
ObjectId(5cd99d4bde30eff6ebccfdf6),Tar-Ardamin,http://lotr.wikia.com//wiki/Tar-Ardamin,Human,SA 2618,SA 2899,Male,,,Númenor,Unnamed wife,Men
ObjectId(5cd99d4bde30eff6ebccfdf7),Tar-Atanamir,http://lotr.wikia.com//wiki/Tar-Atanamir,Human,SA 1800,SA 2221,Male,,,Númenor,Unnamed wife,Men
ObjectId(5cd99d4bde30eff6ebccfdf8),Tar-Calmacil,http://lotr.wikia.com//wiki/Tar-Calmacil,Human,SA 2516,SA 2825,Male,,,Númenor,Unnamed wife,Men
ObjectId(5cd99d4bde30eff6ebccfdf9),Tar-Ciryatan,http://lotr.wikia.com//wiki/Tar-Ciryatan,Human,SA 1634,SA 2035,Male,,,Númenor,Unnamed wife,Men
ObjectId(5cd99d4bde30eff6ebccfdfa),Tar-Elendil,http://lotr.wikia.com//wiki/Tar-Elendil,Human,SA 350,SA 751,Male,,,Númenor,Unnamed wife,Men
ObjectId(5cd99d4bde30eff6ebccfdfb),Tar-Ancalimë,http://lotr.wikia.com//wiki/Tar-Ancalim%C3%AB,Human,SA 873,SA 1285,Female,,,Númenor,Hallacar,Men
ObjectId(5cd99d4bde30eff6ebccfdfc),Tar-Palantir,http://lotr.wikia.com//wiki/Tar-Palantir,Human,SA 3035,SA 3255,Male,,,Númenor,Unnamed wife,Men
ObjectId(5cd99d4bde30eff6ebccfdfd),Tar-Súrion,http://lotr.wikia.com//wiki/Tar-S%C3%BArion,Human,SA 1174,SA 1574,Male,,,Númenor,Unnamed wife,Men
ObjectId(5cd99d4bde30eff6ebccfdfe),Tar-Minastir,http://lotr.wikia.com//wiki/Tar-Minastir,Human,SA 1474,SA 1873,Male,,,Númenor,Unnamed wife,Men
ObjectId(5cd99d4bde30eff6ebccfdff),Tar-Míriel,http://lotr.wikia.com//wiki/Tar-M%C3%ADriel,Human,SA 3117,SA 3319,Female,,,Númenor,Ar-Pharazôn,Men
ObjectId(5cd99d4bde30eff6ebccfe00),Tar-Telperiën,http://lotr.wikia.com//wiki/Tar-Telperi%C3%ABn,Human,SA 1320,SA 1731,Female,,,Númenor,None,Men
ObjectId(5cd99d4bde30eff6ebccfe01),Tar-Vanimeldë,http://lotr.wikia.com//wiki/Tar-Vanimeld%C3%AB,Human,SA 2277,SA 2637,Female,,,Númenor,Herucalmo,Men
ObjectId(5cd99d4bde30eff6ebccfe02),Tarannon Falastur,http://lotr.wikia.com//wiki/Tarannon_Falastur,Human,TA 654,TA 913,Male,,,Gondor,Berúthiel,Men
ObjectId(5cd99d4bde30eff6ebccfe03),Tar-Telemmaitë,http://lotr.wikia.com//wiki/Tar-Telemmait%C3%AB,Human,SA 2136,SA 2526,Male,,,Númenor,Unnamed wife,Men
ObjectId(5cd99d4bde30eff6ebccfe04),Tarcil,http://lotr.wikia.com//wiki/Tarcil,Human,TA 280,TA 515,Male,,,Arnor,Unnamed wife,Men
ObjectId(5cd99d4bde30eff6ebccfe05),Tar-Meneldur,http://lotr.wikia.com//wiki/Tar-Meneldur,Human,SA 543,SA 942,Male,,,Númenor,Almarian,Men
ObjectId(5cd99d4bde30eff6ebccfe06),Targon,http://lotr.wikia.com//wiki/Targon,Human,"Late ,Third Age",,Male,,,,,Men
ObjectId(5cd99d4bde30eff6ebccfe07),Tata,http://lotr.wikia.com//wiki/Tata,Elf,"Unknown, awakened in the ,Years of the Trees",,Male,,,,Tatië,Elves
ObjectId(5cd99d4bde30eff6ebccfe08),Tatië,http://lotr.wikia.com//wiki/Tati%C3%AB,Elf,"Unknown, awakened in the ,Years of the Trees",,Female,,,,Tata,Elves
ObjectId(5cd99d4bde30eff6ebccfe09),Tarciryan,http://lotr.wikia.com//wiki/Tarciryan,Human,"After ,TA 654","Before ,TA 913",Male,,,,Unnamed wife,Men
ObjectId(5cd99d4bde30eff6ebccfe0a),Telchar,http://lotr.wikia.com//wiki/Telchar,Dwarf,First Age,First Age,Male,,,,,Dwarves
ObjectId(5cd99d4bde30eff6ebccfe0b),Telemnar,http://lotr.wikia.com//wiki/Telemnar,Human,TA 1516,TA 1636,Male,,,Gondor,Unnamed wife,Men
ObjectId(5cd99d4bde30eff6ebccfe0c),Telumehtar,http://lotr.wikia.com//wiki/Telumehtar,Human,TA 1632,TA 1850,Male,,,Gondor,Unnamed wife,Men
ObjectId(5cd99d4bde30eff6ebccfe0d),The King of the Dead,http://lotr.wikia.com//wiki/The_King_of_the_Dead,Human,Second Age,"Sometime after the ,War of the Last Alliance",Male,,Tall,"White Mountains,Paths of the Dead",,"Men,Undead"
ObjectId(5cd99d4bde30eff6ebccfe0e),Tarondor,http://lotr.wikia.com//wiki/Tarondor,Human,TA 1577,TA 1798,Male,,,Gondor,Unnamed wife,Men
ObjectId(5cd99d4bde30eff6ebccfe0f),Tarondor of Arnor,http://lotr.wikia.com//wiki/Tarondor_of_Arnor,Human,TA 372,TA 602,Male,,,Arnor,Unnamed wife,Men
ObjectId(5cd99d4bde30eff6ebccfe10),User:Technobliterator/Showcase,http://lotr.wikia.com//wiki/User:Technobliterator/Showcase,Hobbit,,,,,,,,
ObjectId(5cd99d4bde30eff6ebccfe11),Thengel,http://lotr.wikia.com//wiki/Thengel,Human,TA 2905,TA 2980,Male,,,Rohan,Morwen Steelsheen,Men
ObjectId(5cd99d4bde30eff6ebccfe12),Thorondir,http://lotr.wikia.com//wiki/Thorondir,Human,TA 2782,TA 2882,Male,,,,Unnamed wife,Men
ObjectId(5cd99d4bde30eff6ebccfe13),Thranduil,http://lotr.wikia.com//wiki/Thranduil,Elf,First Age,"Presumably departed to ,Aman",Male,Golden,Tall,"Woodland Realm,Mirkwood",Unnamed wife,Elves
