,_id,Name,Url,Race,birth,death,gender,hair,height,realm,spouse,race
438,ObjectId(5cd99d4bde30eff6ebccfd74),Ingwë,http://lotr.wikia.com//wiki/Ingw%C3%AB,Elf,"YT, and perhaps firstborn",Still Alive,Male,Probably Golden,Tall,"Valinor,Taniquetil",Unnamed wife,Elves
439,ObjectId(5cd99d4bde30eff6ebccfd75),Inzilbêth,http://lotr.wikia.com//wiki/Inzilb%C3%AAth,Human,"Late ,Second Age",,Female,,,,Ar-Gimilzôr,Men
440,ObjectId(5cd99d4bde30eff6ebccfd76),Ioreth,http://lotr.wikia.com//wiki/Ioreth,Human,"Late ,Third Age",,Female,,,,,Men
441,ObjectId(5cd99d4bde30eff6ebccfd77),Iorlas,http://lotr.wikia.com//wiki/Iorlas,Human,"b. ,TA 2990","Early-,Fourth Age",Male,,,,,Men
442,ObjectId(5cd99d4bde30eff6ebccfd78),Isembold Took,http://lotr.wikia.com//wiki/Isembold_Took,Hobbit,TA 2842,TA 2946,Male,,,,Unnamed wife ,Hobbits
443,ObjectId(5cd99d4bde30eff6ebccfd79),Ingold,http://lotr.wikia.com//wiki/Ingold,Human,"Late ,Third Age","Early ,Fourth Age",Male,,,,,Men
444,ObjectId(5cd99d4bde30eff6ebccfd7a),Isengrim Took III,http://lotr.wikia.com//wiki/Isengrim_Took_III,Hobbit,TA 2832,TA 2930,Male,,,,Not married,Hobbits
445,ObjectId(5cd99d4bde30eff6ebccfd7b),Indor,http://lotr.wikia.com//wiki/Indor,Human,"Mid ,First Age",FA 495,Male,,,,Unnamed wife,Men
446,ObjectId(5cd99d4bde30eff6ebccfd7c),Ingwion,http://lotr.wikia.com//wiki/Ingwion,Elf,YT,"Unknown, probably still alive",Male,Probably Golden,,,,Elf
447,ObjectId(5cd99d4bde30eff6ebccfd7d),Isilmo,http://lotr.wikia.com//wiki/Isilmo,Human,"After ,SA 1320","Before ,SA 1731",Male,,,,Unnamed wife,Men
448,ObjectId(5cd99d4bde30eff6ebccfd7e),Ivriniel,http://lotr.wikia.com//wiki/Ivriniel,Human,TA 2947,,Female,,,,,Men
449,ObjectId(5cd99d4bde30eff6ebccfd7f),Lalaith,http://lotr.wikia.com//wiki/Lalaith,Human,FA 466,FA 469,Female,Blonde,,,,Men
450,ObjectId(5cd99d4bde30eff6ebccfd80),Larnach,http://lotr.wikia.com//wiki/Larnach,Human,"Late ,First Age",,Male,,,,Unnamed wife,Men
451,ObjectId(5cd99d4bde30eff6ebccfd81),Legolas,http://lotr.wikia.com//wiki/Legolas,Elf,,"Still alive, departed to ,Aman ,FO 120",Male,"Uncertain (book), Blonde (films)",,,,Elves
452,ObjectId(5cd99d4bde30eff6ebccfd82),Isildur,http://lotr.wikia.com//wiki/Isildur,Human,SA 3209,TA 2,Male,Black,Very tall almost 7'1,"Arnor,Gondor",Unnamed wife,Men
453,ObjectId(5cd99d4bde30eff6ebccfd83),Lindir,http://lotr.wikia.com//wiki/Lindir,Elf,,"Possibly departed to ,Aman",Male,Brown (films),Tall,,,Elves
454,ObjectId(5cd99d4bde30eff6ebccfd84),Lindissë,http://lotr.wikia.com//wiki/Lindiss%C3%AB,Human,SA 551,,Female,,,,,Men
455,ObjectId(5cd99d4bde30eff6ebccfd85),Isilmë,http://lotr.wikia.com//wiki/Isilm%C3%AB,Human,SA 532,,Female,,,,,Men
456,ObjectId(5cd99d4bde30eff6ebccfd86),Lindo,http://lotr.wikia.com//wiki/Lindo,Elf,YT,,Male,,,,Vairë,Elves
457,ObjectId(5cd99d4bde30eff6ebccfd87),Ivorwen,http://lotr.wikia.com//wiki/Ivorwen,Human,TA 2857,TA 2929,Female,Brown (film),,,Dírhael,Men
458,ObjectId(5cd99d4bde30eff6ebccfd88),Lindórië,http://lotr.wikia.com//wiki/Lind%C3%B3ri%C3%AB,Human,"Late ,Second Age",Late Second Age ,Female,,,,Unknown husband,Men
459,ObjectId(5cd99d4bde30eff6ebccfd89),Lenwë,http://lotr.wikia.com//wiki/Lenw%C3%AB,Elf,YT,YT (possibly),Male,,,,Unnamed wife,Elves
460,ObjectId(5cd99d4bde30eff6ebccfd8a),Lorgan,http://lotr.wikia.com//wiki/Lorgan,Human,"Late ,First Age",Late First Age ,Male,,,,,Men
461,ObjectId(5cd99d4bde30eff6ebccfd8b),Lothíriel,http://lotr.wikia.com//wiki/Loth%C3%ADriel,Human,TA 2999,,Female,,,Rohan,omer,Men
462,ObjectId(5cd99d4bde30eff6ebccfd8c),Léod,http://lotr.wikia.com//wiki/L%C3%A9od,Human,TA 2459,TA 2501,Male,,,,Unnamed wife,Men
463,ObjectId(5cd99d4bde30eff6ebccfd8d),Brytta Léofa,http://lotr.wikia.com//wiki/Brytta_L%C3%A9ofa,Human,TA 2752,TA 2842,Male,,,Rohan,Unnamed wife,Men
464,ObjectId(5cd99d4bde30eff6ebccfd8e),Lóni,http://lotr.wikia.com//wiki/L%C3%B3ni,Dwarf,"Late ,Third Age",TA 2994,Male,,,,,Dwarves
465,ObjectId(5cd99d4bde30eff6ebccfd8f),Lúthien,http://lotr.wikia.com//wiki/L%C3%BAthien,Elf,YT 1200,FA 503,Female,Black,,,Beren Erchamion,"Elves,Maiar"
466,ObjectId(5cd99d4bde30eff6ebccfd90),Farmer Maggot,http://lotr.wikia.com//wiki/Farmer_Maggot,Hobbit,TA 2948,,Male,Brown,,,Unnamed wife,Hobbits
467,ObjectId(5cd99d4bde30eff6ebccfd91),Mablung the Ranger,http://lotr.wikia.com//wiki/Mablung_the_Ranger,Human,"Late ,Third Age",,Male,Dark,Tall,,,Men
468,ObjectId(5cd99d4bde30eff6ebccfd92),Maglor,http://lotr.wikia.com//wiki/Maglor,Elf,"During the ,Noontide of Valinor",Fate unknown,Male,Dark,,,Unnamed wife,Elves
469,ObjectId(5cd99d4bde30eff6ebccfd93),Maedhros,http://lotr.wikia.com//wiki/Maedhros,Elf,"During the ,Noontide of Valinor",FA 587,Male,Dark red,Tall,,None,Elves
470,ObjectId(5cd99d4bde30eff6ebccfd94),Mahtan,http://lotr.wikia.com//wiki/Mahtan,Elf,UnknownYT,Still alive,Male,Brown with copperlike-red,,,Unnamed wife,Elves
471,ObjectId(5cd99d4bde30eff6ebccfd95),Magor,http://lotr.wikia.com//wiki/Magor,Human,F.A. 341,,Male,,,,,Men
472,ObjectId(5cd99d4bde30eff6ebccfd96),Mairen,http://lotr.wikia.com//wiki/Mairen,Human,SA 377,,Female,,,,,Men
473,ObjectId(5cd99d4bde30eff6ebccfd97),Malach,http://lotr.wikia.com//wiki/Malach,Human,FA 307,FA 398,Male,,,,Meldis,Men
474,ObjectId(5cd99d4bde30eff6ebccfd98),Maeglin,http://lotr.wikia.com//wiki/Maeglin,Elf,FA 320,FA 510,Male,Black,Tall,,None,Elves
475,ObjectId(5cd99d4bde30eff6ebccfd99),Malvegil,http://lotr.wikia.com//wiki/Malvegil,Human,TA 1144,TA 1349,Male,,,Arthedain,Unnamed wife,Men
476,ObjectId(5cd99d4bde30eff6ebccfd9a),Manthor,http://lotr.wikia.com//wiki/Manthor,Human,"Late ,First Age",Late First Age ,Male,,,,,Men
477,ObjectId(5cd99d4bde30eff6ebccfd9b),Manwendil,http://lotr.wikia.com//wiki/Manwendil,Human,"After ,SA 61","Early ,Second Age",Male,,,,Possible unnamed wife,Men
478,ObjectId(5cd99d4bde30eff6ebccfd9c),Malva Headstrong Brandybuck,http://lotr.wikia.com//wiki/Malva_%22Headstrong%22_Brandybuck,Hobbit,,,,,,,,
479,ObjectId(5cd99d4bde30eff6ebccfd9d),Mallor,http://lotr.wikia.com//wiki/Mallor,Human,TA 895,TA 1110,Male,,,"Arthedain,Arnor",Unnamed wife,Men
480,ObjectId(5cd99d4bde30eff6ebccfd9e),Marach,http://lotr.wikia.com//wiki/Marach,Human,FA 282,FA 376,Male,,,,Unnamed wife,Men
481,ObjectId(5cd99d4bde30eff6ebccfd9f),Marcho,http://lotr.wikia.com//wiki/Marcho,Hobbit,TA 1557,"Sometime after ,TA 1601",Male,,,,,Hobbits
482,ObjectId(5cd99d4bde30eff6ebccfda0),Mardil Voronwë,http://lotr.wikia.com//wiki/Mardil_Voronw%C3%AB,Human,TA 1960,TA 2080,Male,,,,Unnamed wife,Men
483,ObjectId(5cd99d4bde30eff6ebccfda1),Malbeth the Seer,http://lotr.wikia.com//wiki/Malbeth_the_Seer,Human,"Mid ,Third Age",Mid Third Age ,Male,"Dark, later grey ",,,"Unknown, possible none",Men
484,ObjectId(5cd99d4bde30eff6ebccfda2),Marhwini,http://lotr.wikia.com//wiki/Marhwini,Human,"Mid-,Third Age",Mid-Third Age ,Male,,,,Unnamed wife,Men
485,ObjectId(5cd99d4bde30eff6ebccfda3),Marmadas Brandybuck,http://lotr.wikia.com//wiki/Marmadas_Brandybuck,Hobbit,SR 1343,,Male,,,,Unnamed wife,Hobbits
486,ObjectId(5cd99d4bde30eff6ebccfda4),Master of Laketown,http://lotr.wikia.com//wiki/Master_of_Laketown,Human,TA 2890,TA 2941,Male,Auburn (film),"Tall (6'4"")",Lake-town,,Men
487,ObjectId(5cd99d4bde30eff6ebccfda5),Meneldil,http://lotr.wikia.com//wiki/Meneldil,Human,SA 3318,TA 158,Male,,,Gondor,Unnamed wife,Men
488,ObjectId(5cd99d4bde30eff6ebccfda6),Meleth,http://lotr.wikia.com//wiki/Meleth,Human,Around FA 450 ,,Female,,,,Agathor,Men
489,ObjectId(5cd99d4bde30eff6ebccfda7),Meril-i-Turinqi,http://lotr.wikia.com//wiki/Meril-i-Turinqi,Elf,YT,"Unknown, presumably still alive",Female,,,Tol Eressëa,,Elves
490,ObjectId(5cd99d4bde30eff6ebccfda8),Merimas Brandybuck,http://lotr.wikia.com//wiki/Merimas_Brandybuck,Hobbit,SR 1381,"Early-,Fourth Age",Male,,,,,Hobbits
491,ObjectId(5cd99d4bde30eff6ebccfda9),Minohtar,http://lotr.wikia.com//wiki/Minohtar,Human,"Mid ,Third Age","July 13 ,1944",Male,,,,,Men
492,ObjectId(5cd99d4bde30eff6ebccfdaa),Marroc Brandybuck,http://lotr.wikia.com//wiki/Marroc_Brandybuck,Hobbit,SR 1182,,Male,,,,Unnamed wife,Hobbit
493,ObjectId(5cd99d4bde30eff6ebccfdab),Marhari,http://lotr.wikia.com//wiki/Marhari,Human,"Mid ,Third Age",TA 1856,Male,,,,Unnamed wife,Men
494,ObjectId(5cd99d4bde30eff6ebccfdac),Minardil,http://lotr.wikia.com//wiki/Minardil,Human,TA 1454,TA 1634,Male,,,Gondor,Unnamed wife,Men
495,ObjectId(5cd99d4bde30eff6ebccfdad),Mithrellas,http://lotr.wikia.com//wiki/Mithrellas,Elf,,,Female,,,,Imrazôr,Elves
496,ObjectId(5cd99d4bde30eff6ebccfdae),Morwen,http://lotr.wikia.com//wiki/Morwen,Human,FA 443,FA 500,Female,"Dark, grey in old age",Tall,,Húrin Thalion,Men
497,ObjectId(5cd99d4bde30eff6ebccfdaf),Morwen (Gondor),http://lotr.wikia.com//wiki/Morwen_(Gondor),Human,"Late 26th century ,Third Age","Late ,Third Age",Female,,,,Unnamed husband,Men
498,ObjectId(5cd99d4bde30eff6ebccfdb0),Morwë,http://lotr.wikia.com//wiki/Morw%C3%AB,Elf,"Perhaps ,Firstborn",,,,,,,Elves
499,ObjectId(5cd99d4bde30eff6ebccfdb1),Míriel,http://lotr.wikia.com//wiki/M%C3%ADriel,Elf,,YT 1170,Female,Silver,,,Finwë,Elves
500,ObjectId(5cd99d4bde30eff6ebccfdb2),Mîm,http://lotr.wikia.com//wiki/M%C3%AEm,Dwarf,"Early ,First Age",FA 502,Male,,,,Unnamed wife,Dwarves
501,ObjectId(5cd99d4bde30eff6ebccfdb3),Narmacil I,http://lotr.wikia.com//wiki/Narmacil_I,Human,TA 1049,TA 1294,Male,,,Gondor,"Unknown, possibly none as he had no children",Men
502,ObjectId(5cd99d4bde30eff6ebccfdb4),Nessanië,http://lotr.wikia.com//wiki/Nessani%C3%AB,Human,SA 840,"Mid ,Second Age",Female,,,,,Men
503,ObjectId(5cd99d4bde30eff6ebccfdb5),Nimrodel,http://lotr.wikia.com//wiki/Nimrodel,Elf,YT,TA 1981,Female,Possibly golden,,,"Loved ,Amroth",Elves
504,ObjectId(5cd99d4bde30eff6ebccfdb6),Nerdanel,http://lotr.wikia.com//wiki/Nerdanel,Elf,"YT, during the ,Noontide of Valinor",Still alive,Female,Reddish brown,,,Fëanor,Elves
505,ObjectId(5cd99d4bde30eff6ebccfdb7),Naugladur,http://lotr.wikia.com//wiki/Naugladur,Dwarf,,FA 503,Male,,,,,Dwarves
506,ObjectId(5cd99d4bde30eff6ebccfdb8),Nina Lightfoot,http://lotr.wikia.com//wiki/Nina_Lightfoot,Hobbit,SR 1261,,Female,,,Shire,Theobald Bolger,Hobbits
507,ObjectId(5cd99d4bde30eff6ebccfdb9),Nolondil,http://lotr.wikia.com//wiki/Nolondil,Human,SA 222,"Early ,Second Age",Male,,,,Unnamed wife,Men
508,ObjectId(5cd99d4bde30eff6ebccfdba),Niënor,http://lotr.wikia.com//wiki/Ni%C3%ABnor,Human,FA 473,FA 499,Female,Golden,Tall,,Túrin Turambar,Men
509,ObjectId(5cd99d4bde30eff6ebccfdbb),Nob,http://lotr.wikia.com//wiki/Nob,Hobbit,"Late ,Third Age",,Male,,,,,Hobbits
510,ObjectId(5cd99d4bde30eff6ebccfdbc),Narmacil II,http://lotr.wikia.com//wiki/Narmacil_II,Human,TA 1684,TA 1856,Male,,,,Unnamed wife,Men
511,ObjectId(5cd99d4bde30eff6ebccfdbd),Náin I,http://lotr.wikia.com//wiki/N%C3%A1in_I,Dwarf,TA 1832,TA 1981,Male,,,Khazad-dûm,Unnamed wife,Dwarves
512,ObjectId(5cd99d4bde30eff6ebccfdbe),Náin II,http://lotr.wikia.com//wiki/N%C3%A1in_II,Dwarf,TA 2338,TA 2585,Male,,,Grey Mountains,Unnamed wife,Dwarves
513,ObjectId(5cd99d4bde30eff6ebccfdbf),Náli,http://lotr.wikia.com//wiki/N%C3%A1li,Dwarf,"Late ,Third Age",TA 2994,Male,,,,,Dwarves
514,ObjectId(5cd99d4bde30eff6ebccfdc0),Nár,http://lotr.wikia.com//wiki/N%C3%A1r,Dwarf,"Late ,Third Age",Late Third Age ,Male,,,,,Dwarves
515,ObjectId(5cd99d4bde30eff6ebccfdc1),Númendil,http://lotr.wikia.com//wiki/N%C3%BAmendil,Human,Late Second Age ,SA 3065,Male,,,,Unnamed wife,Men
516,ObjectId(5cd99d4bde30eff6ebccfdc2),Núneth,http://lotr.wikia.com//wiki/N%C3%BAneth,Human,"Early ,Second Age",,Female,,,,Beregar,Men
517,ObjectId(5cd99d4bde30eff6ebccfdc3),Nurwë,http://lotr.wikia.com//wiki/Nurw%C3%AB,Elf,"Perhaps ,Firstborn",,,,,,,Elves
518,ObjectId(5cd99d4bde30eff6ebccfdc4),Nori,http://lotr.wikia.com//wiki/Nori,Dwarf,TA 2837,,Male,,,,,Dwarves
519,ObjectId(5cd99d4bde30eff6ebccfdc5),Náin (father of Dáin II Ironfoot),http://lotr.wikia.com//wiki/N%C3%A1in_(father_of_D%C3%A1in_II_Ironfoot),Dwarf,TA 2665,TA 2799,Male,,,,Unnamed wife,Dwarves
520,ObjectId(5cd99d4bde30eff6ebccfdc6),Old Noakes,http://lotr.wikia.com//wiki/Old_Noakes,Hobbit,TA 2923,"Early ,Fourth Age",Male,,,,Unnamed wife,Hobbits
521,ObjectId(5cd99d4bde30eff6ebccfdc7),Olwë,http://lotr.wikia.com//wiki/Olw%C3%AB,Elf,Possibly Firstborn,Still Alive,Male,Silver,,"Tol Eressëa,Alqualondë",Unnamed Wife,Elves
522,ObjectId(5cd99d4bde30eff6ebccfdc8),Orchaldor,http://lotr.wikia.com//wiki/Orchaldor,Human,"Sometime before ,SA 799",,Male,,,,Ailinel,Men
523,ObjectId(5cd99d4bde30eff6ebccfdc9),Ondoher,http://lotr.wikia.com//wiki/Ondoher,Human,TA 1787,TA 1944,Male,,,Gondor,Unnamed wife,Men
524,ObjectId(5cd99d4bde30eff6ebccfdca),Ori,http://lotr.wikia.com//wiki/Ori,Dwarf,TA 2865,TA 2994,Male,,,,,Dwarves
525,ObjectId(5cd99d4bde30eff6ebccfdcb),Orodreth,http://lotr.wikia.com//wiki/Orodreth,Elf,YT,"FA 495 ,Battle of Tumhalad",Male,Golden,,Nargothrond,Unnamed wife,Elves
526,ObjectId(5cd99d4bde30eff6ebccfdcc),Orodreth (Steward),http://lotr.wikia.com//wiki/Orodreth_(Steward),Human,TA 2576,TA 2685,Male,,,,Unnamed wife,Men
527,ObjectId(5cd99d4bde30eff6ebccfdcd),Oromendil,http://lotr.wikia.com//wiki/Oromendil,Human,SA 382,,Male,,,,,Men
528,ObjectId(5cd99d4bde30eff6ebccfdce),Ohtar,http://lotr.wikia.com//wiki/Ohtar,Human,"Late ,Second Age",,Male,,,,,Men
529,ObjectId(5cd99d4bde30eff6ebccfdcf),Ostoher,http://lotr.wikia.com//wiki/Ostoher,Human,TA 222,TA 492,Male,,,Gondor,Unnamed wife,Men
530,ObjectId(5cd99d4bde30eff6ebccfdd0),Orophin,http://lotr.wikia.com//wiki/Orophin,Elf,,,Male,,,,,Elves
531,ObjectId(5cd99d4bde30eff6ebccfdd1),Pelendur,http://lotr.wikia.com//wiki/Pelendur,Human,TA 1879,TA 1998,Male,,,,,Men
532,ObjectId(5cd99d4bde30eff6ebccfdd2),Mrs. Proudfoot,http://lotr.wikia.com//wiki/Mrs._Proudfoot,Hobbit,"Late ,Third Age",,Female,,,,Odo Proudfoot,Hobbits
533,ObjectId(5cd99d4bde30eff6ebccfdd3),Pengolodh,http://lotr.wikia.com//wiki/Pengolodh,Elf,"Early ,First Age",,Male,,Tallest of the Elves of Gondolin,,,Elves
534,ObjectId(5cd99d4bde30eff6ebccfdd4),Otho Sackville-Baggins,http://lotr.wikia.com//wiki/Otho_Sackville-Baggins,Hobbit,TA 2910,TA 3012,Male,,"1.22m (4'0"")",,Lobelia Sackville-Baggins,Hobbits
535,ObjectId(5cd99d4bde30eff6ebccfdd5),Odo Proudfoot,http://lotr.wikia.com//wiki/Odo_Proudfoot,Hobbit,TA 2904,TA 3005,Male,Brown Gray (movie),,,Mrs. Proudfoot,Hobbits
536,ObjectId(5cd99d4bde30eff6ebccfdd6),Radhruin,http://lotr.wikia.com//wiki/Radhruin,Human,"Late ,First Age",FA 460,Male,,,,,Men
537,ObjectId(5cd99d4bde30eff6ebccfdd7),Oropher,http://lotr.wikia.com//wiki/Oropher,Elf,First Age,SA 3434,Male,,,Woodland Realm,Unnamed wife,Elves
538,ObjectId(5cd99d4bde30eff6ebccfdd8),Ragnir,http://lotr.wikia.com//wiki/Ragnir,Human,"Late ,First Age",Late First Age ,Male,,,,,Men
539,ObjectId(5cd99d4bde30eff6ebccfdd9),Ragnor,http://lotr.wikia.com//wiki/Ragnor,Human,"Mid ,First Age",FA 460,Male,,,,,Men
540,ObjectId(5cd99d4bde30eff6ebccfdda),Rían,http://lotr.wikia.com//wiki/R%C3%ADan,Human,FA 450,FA 473,Female,,,,Huor,Men
541,ObjectId(5cd99d4bde30eff6ebccfddb),Rían (Gondor),http://lotr.wikia.com//wiki/R%C3%ADan_(Gondor),Human,c. T.A. 2328,,Female,,,,Unnamed husband,Men
542,ObjectId(5cd99d4bde30eff6ebccfddc),Rowan Greenhand,http://lotr.wikia.com//wiki/Rowan_Greenhand,Hobbit,TA 2849,"Late ,Third Age",Male,,,Shire,Belba Baggins,Hobbits
543,ObjectId(5cd99d4bde30eff6ebccfddd),Rudigar Bolger,http://lotr.wikia.com//wiki/Rudigar_Bolger,Hobbit,SR 1255,SR 1348,Male,,,Bree,Belba Baggins,Hobbits
544,ObjectId(5cd99d4bde30eff6ebccfdde),Rufus Burrows,http://lotr.wikia.com//wiki/Rufus_Burrows,Hobbit,,,Male,,,,Asphodel Brandybuck,Hobbit
545,ObjectId(5cd99d4bde30eff6ebccfddf),Rómendacil I,http://lotr.wikia.com//wiki/R%C3%B3mendacil_I,Human,TA 310,TA 541,Male,,,Gondor,Unnamed wife,Men
546,ObjectId(5cd99d4bde30eff6ebccfde0),Lobelia Sackville-Baggins,http://lotr.wikia.com//wiki/Lobelia_Sackville-Baggins,Hobbit,TA 2918,TA 3020,Female,,"1.17m (3'10"")",,Otho Sackville-Baggins,Hobbit
547,ObjectId(5cd99d4bde30eff6ebccfde1),Rúmil (Noldo),http://lotr.wikia.com//wiki/R%C3%BAmil_(Noldo),Elf,YT,,Male,,,,,Elves
548,ObjectId(5cd99d4bde30eff6ebccfde2),Lotho Sackville-Baggins,http://lotr.wikia.com//wiki/Lotho_Sackville-Baggins,Hobbit,TA 2964,TA 3019,Male,Sandy,"1.22m (4'0"") ",,None,Hobbits
549,ObjectId(5cd99d4bde30eff6ebccfde3),Sadoc Brandybuck,http://lotr.wikia.com//wiki/Sadoc_Brandybuck,Hobbit,SR 1179,,Male,,,,Unnamed wife,Hobbits
550,ObjectId(5cd99d4bde30eff6ebccfde4),Sador,http://lotr.wikia.com//wiki/Sador,Human,"about ,FA 430",FA 495,Male,,,,None known,Men
551,ObjectId(5cd99d4bde30eff6ebccfde5),Saelon,http://lotr.wikia.com//wiki/Saelon,Human,Fourth Age,,Male,,,,,Men
552,ObjectId(5cd99d4bde30eff6ebccfde6),Rúmil of Lórien,http://lotr.wikia.com//wiki/R%C3%BAmil_of_L%C3%B3rien,Elf,,,Male,,,,,Elves
553,ObjectId(5cd99d4bde30eff6ebccfde7),Sagroth,http://lotr.wikia.com//wiki/Sagroth,Human,,,Male,,,,,Men
554,ObjectId(5cd99d4bde30eff6ebccfde8),Rómendacil II,http://lotr.wikia.com//wiki/R%C3%B3mendacil_II,Human,TA 1126,TA 1366,Male,,,Gondor,Unnamed wife,Men
555,ObjectId(5cd99d4bde30eff6ebccfde9),Silmariën,http://lotr.wikia.com//wiki/Silmari%C3%ABn,Human,SA 521,,Female,,,,Elatan,Men
556,ObjectId(5cd99d4bde30eff6ebccfdea),Sangahyando,http://lotr.wikia.com//wiki/Sangahyando,Human,"Mid-,Third Age",,Male,,,,,Men
557,ObjectId(5cd99d4bde30eff6ebccfdeb),Siriondil,http://lotr.wikia.com//wiki/Siriondil,Human,TA 570,TA 830,Male,,,Gondor,Unnamed wife,Men
558,ObjectId(5cd99d4bde30eff6ebccfdec),Saradas Brandybuck,http://lotr.wikia.com//wiki/Saradas_Brandybuck,Hobbit,SR 1308,SR 1407,Male,,,,,Hobbits
559,ObjectId(5cd99d4bde30eff6ebccfded),Robin Smallburrow,http://lotr.wikia.com//wiki/Robin_Smallburrow,Hobbit,"Late ,Third Age",,Male,,,,,Hobbits
560,ObjectId(5cd99d4bde30eff6ebccfdee),Soronto,http://lotr.wikia.com//wiki/Soronto,Human,SA 799,"Early ,Second Age",Male,,,,None,Men
561,ObjectId(5cd99d4bde30eff6ebccfdef),Morwen Steelsheen,http://lotr.wikia.com//wiki/Morwen_Steelsheen,Human,TA 2922,,Female,Dark,Tall,Rohan,Thengel,Men
562,ObjectId(5cd99d4bde30eff6ebccfdf0),Tar-Alcarin,http://lotr.wikia.com//wiki/Tar-Alcarin,Human,SA 2406,SA 2737,Male,,,Númenor,Unnamed wife,Men
563,ObjectId(5cd99d4bde30eff6ebccfdf1),Ted Sandyman,http://lotr.wikia.com//wiki/Ted_Sandyman,Hobbit,TA 2920,FO 50,Male,,,,,Hobbits
564,ObjectId(5cd99d4bde30eff6ebccfdf2),Tar-Aldarion,http://lotr.wikia.com//wiki/Tar-Aldarion,Human,SA 700,SA 1098,Male,,,Númenor,Erendis,Men
565,ObjectId(5cd99d4bde30eff6ebccfdf3),Tar-Amandil,http://lotr.wikia.com//wiki/Tar-Amandil,Human,SA 192,SA 603,Male,,,Númenor,Unnamed wife,Men
566,ObjectId(5cd99d4bde30eff6ebccfdf4),Tar-Ancalimon,http://lotr.wikia.com//wiki/Tar-Ancalimon,Human,SA 1986,SA 2386,Male,,,Númenor,Unnamed wife,Men
567,ObjectId(5cd99d4bde30eff6ebccfdf5),Tar-Anárion,http://lotr.wikia.com//wiki/Tar-An%C3%A1rion,Human,SA 1003,SA 1404,Male,,,Númenor,Unnamed wife,Men
568,ObjectId(5cd99d4bde30eff6ebccfdf6),Tar-Ardamin,http://lotr.wikia.com//wiki/Tar-Ardamin,Human,SA 2618,SA 2899,Male,,,Númenor,Unnamed wife,Men
569,ObjectId(5cd99d4bde30eff6ebccfdf7),Tar-Atanamir,http://lotr.wikia.com//wiki/Tar-Atanamir,Human,SA 1800,SA 2221,Male,,,Númenor,Unnamed wife,Men
570,ObjectId(5cd99d4bde30eff6ebccfdf8),Tar-Calmacil,http://lotr.wikia.com//wiki/Tar-Calmacil,Human,SA 2516,SA 2825,Male,,,Númenor,Unnamed wife,Men
571,ObjectId(5cd99d4bde30eff6ebccfdf9),Tar-Ciryatan,http://lotr.wikia.com//wiki/Tar-Ciryatan,Human,SA 1634,SA 2035,Male,,,Númenor,Unnamed wife,Men
572,ObjectId(5cd99d4bde30eff6ebccfdfa),Tar-Elendil,http://lotr.wikia.com//wiki/Tar-Elendil,Human,SA 350,SA 751,Male,,,Númenor,Unnamed wife,Men
573,ObjectId(5cd99d4bde30eff6ebccfdfb),Tar-Ancalimë,http://lotr.wikia.com//wiki/Tar-Ancalim%C3%AB,Human,SA 873,SA 1285,Female,,,Númenor,Hallacar,Men
574,ObjectId(5cd99d4bde30eff6ebccfdfc),Tar-Palantir,http://lotr.wikia.com//wiki/Tar-Palantir,Human,SA 3035,SA 3255,Male,,,Númenor,Unnamed wife,Men
575,ObjectId(5cd99d4bde30eff6ebccfdfd),Tar-Súrion,http://lotr.wikia.com//wiki/Tar-S%C3%BArion,Human,SA 1174,SA 1574,Male,,,Númenor,Unnamed wife,Men
576,ObjectId(5cd99d4bde30eff6ebccfdfe),Tar-Minastir,http://lotr.wikia.com//wiki/Tar-Minastir,Human,SA 1474,SA 1873,Male,,,Númenor,Unnamed wife,Men
577,ObjectId(5cd99d4bde30eff6ebccfdff),Tar-Míriel,http://lotr.wikia.com//wiki/Tar-M%C3%ADriel,Human,SA 3117,SA 3319,Female,,,Númenor,Ar-Pharazôn,Men
578,ObjectId(5cd99d4bde30eff6ebccfe00),Tar-Telperiën,http://lotr.wikia.com//wiki/Tar-Telperi%C3%ABn,Human,SA 1320,SA 1731,Female,,,Númenor,None,Men
579,ObjectId(5cd99d4bde30eff6ebccfe01),Tar-Vanimeldë,http://lotr.wikia.com//wiki/Tar-Vanimeld%C3%AB,Human,SA 2277,SA 2637,Female,,,Númenor,Herucalmo,Men
580,ObjectId(5cd99d4bde30eff6ebccfe02),Tarannon Falastur,http://lotr.wikia.com//wiki/Tarannon_Falastur,Human,TA 654,TA 913,Male,,,Gondor,Berúthiel,Men
581,ObjectId(5cd99d4bde30eff6ebccfe03),Tar-Telemmaitë,http://lotr.wikia.com//wiki/Tar-Telemmait%C3%AB,Human,SA 2136,SA 2526,Male,,,Númenor,Unnamed wife,Men
582,ObjectId(5cd99d4bde30eff6ebccfe04),Tarcil,http://lotr.wikia.com//wiki/Tarcil,Human,TA 280,TA 515,Male,,,Arnor,Unnamed wife,Men
583,ObjectId(5cd99d4bde30eff6ebccfe05),Tar-Meneldur,http://lotr.wikia.com//wiki/Tar-Meneldur,Human,SA 543,SA 942,Male,,,Númenor,Almarian,Men
584,ObjectId(5cd99d4bde30eff6ebccfe06),Targon,http://lotr.wikia.com//wiki/Targon,Human,"Late ,Third Age",,Male,,,,,Men
